주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"13,329","22,024","29,018","47,329","60,870"
영업이익,"3,302","3,241","5,075","10,154","12,572"
영업이익(발표기준),"3,302","3,241","5,075","10,154","12,572"
세전계속사업이익,"3,438","3,245","5,334","10,304","12,988"
당기순이익,"2,431","2,254","3,959","6,794","9,142"
  당기순이익(지배),"1,146","1,104","1,853","2,756","3,761"
  당기순이익(비지배),"1,286","1,150","2,105","4,038","5,381"
자산총계,"131,264","193,457","247,416","386,222","463,224"
부채총계,"112,154","169,051","220,774","353,771","417,060"
자본총계,"19,110","24,406","26,642","32,452","46,165"
  자본총계(지배),"10,570","11,999","13,362","15,878","19,764"
  자본총계(비지배),"8,539","12,407","13,280","16,574","26,401"
자본금,224,224,224,224,224
영업활동현금흐름,"-8,514","-14,414","-29,472","-13,350","-34,804"
투자활동현금흐름,"-2,734","-7,839","-3,744",494,"-3,558"
재무활동현금흐름,"11,567","25,286","31,101","21,806","39,889"
CAPEX,109,272,769,269,363
FCF,"-8,622","-14,686","-30,241","-13,619","-35,167"
이자발생부채,"45,668","101,222","138,242","158,275","201,229"
영업이익률,24.77,14.71,17.49,21.45,20.65
순이익률,18.24,10.23,13.64,14.36,15.02
ROE(%),11.53,9.78,14.62,18.85,21.11
ROA(%),2.12,1.39,1.80,2.14,2.15
부채비율,586.89,692.67,828.66,"1,090.14",903.42
자본유보율,"4,666.52","5,216.01","5,947.42","7,109.14","8,734.13"
EPS(원),"2,554","2,460","4,130","6,143","8,383"
PER(배),7.54,7.66,4.60,3.57,2.72
BPS(원),"24,431","27,732","30,884","36,697","45,679"
PBR(배),0.79,0.68,0.62,0.60,0.50
현금DPS(원),300,350,400,500,600
현금배당수익률,1.56,1.86,2.11,2.28,2.63
현금배당성향(%),11.33,13.72,9.34,7.85,6.90
발행주식수(보통주),"44,866,617","44,866,617","44,866,617","44,866,617","44,866,617"
