주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,970","2,119","2,213","2,160","2,210"
영업이익,317,378,345,401,332
영업이익(발표기준),317,378,345,401,332
세전계속사업이익,285,399,385,356,395
당기순이익,279,317,309,266,286
  당기순이익(지배),279,317,309,266,286
  당기순이익(비지배),,,,,
자산총계,"2,658","3,020","3,312","3,534","3,800"
부채총계,641,735,761,765,793
자본총계,"2,017","2,285","2,551","2,769","3,007"
  자본총계(지배),"2,017","2,285","2,551","2,769","3,007"
  자본총계(비지배),,,,,
자본금,81,81,81,81,81
영업활동현금흐름,277,369,382,370,441
투자활동현금흐름,-355,-218,-200,-337,-177
재무활동현금흐름,1,-5,-17,-18,-82
CAPEX,263,172,189,120,107
FCF,14,196,193,250,334
이자발생부채,252,285,327,359,330
영업이익률,16.10,17.81,15.58,18.58,15.03
순이익률,14.14,14.94,13.97,12.32,12.96
ROE(%),14.70,14.73,12.79,10.01,9.92
ROA(%),11.14,11.16,9.77,7.77,7.81
부채비율,31.79,32.16,29.85,27.64,26.38
자본유보율,"2,658.42","2,988.39","3,312.62","3,581.88","3,870.63"
EPS(원),"1,719","1,954","1,907","1,639","1,764"
PER(배),17.71,11.74,9.62,40.51,26.85
BPS(원),"13,622","15,432","17,201","18,654","20,259"
PBR(배),2.24,1.49,1.07,3.56,2.34
현금DPS(원),300,330,330,350,370
현금배당수익률,0.99,1.44,1.80,0.53,0.78
현금배당성향(%),15.94,15.43,15.83,19.52,19.17
발행주식수(보통주),"16,207,322","16,207,322","16,231,822","16,244,822","16,244,822"
