주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"116,795","131,394","104,166","101,229","90,366","102,857","110,072","115,769"
영업이익,"3,187","10,645","7,673","7,504","6,465","8,473","9,689","10,166"
영업이익(발표기준),"3,187","10,645","7,673","7,504","6,465",,,
세전계속사업이익,"-1,607","8,350","6,737","5,184","6,579","8,317","9,286","9,848"
당기순이익,"-1,637","5,874","4,475","3,297","4,288","5,967","6,664","7,037"
  당기순이익(지배),"-1,684","5,821","4,434","3,117","4,085","5,626","6,244","6,576"
  당기순이익(비지배),47,53,41,180,203,,,
자산총계,"136,966","120,333","131,712","137,707","151,837","156,786","163,710","174,981"
부채총계,"104,569","84,086","90,282","94,586","103,110","103,134","104,352","108,956"
자본총계,"32,397","36,247","41,430","43,121","48,727","53,652","59,358","66,024"
  자본총계(지배),"31,673","35,485","39,747","41,412","46,253","51,047","56,487","62,610"
  자본총계(비지배),724,,"1,683","1,709","2,474",,,
자본금,"3,584","3,972","4,005","4,035","4,279","4,249","4,249","4,280"
영업활동현금흐름,"-2,055","10,329","7,593","5,539","11,075","8,081","9,409","9,349"
투자활동현금흐름,135,"-2,348","-7,476","-2,690","-5,312","-4,099","-3,689","-3,838"
재무활동현금흐름,"3,000","-16,556","1,835",509,-49,"-1,106","-1,591",-818
CAPEX,208,137,"1,428","1,277","1,349","1,244","1,252","1,384"
FCF,"-2,263","10,193","6,164","4,262","9,726","8,373","8,052","8,196"
이자발생부채,"39,063","21,030","32,992","38,073","38,825",,,
영업이익률,2.73,8.10,7.37,7.41,7.15,8.24,8.80,8.78
순이익률,-1.40,4.47,4.30,3.26,4.75,5.80,6.05,6.08
ROE(%),-5.22,17.34,11.79,7.68,9.32,11.56,11.61,11.04
ROA(%),-1.21,4.57,3.55,2.45,2.96,3.87,4.16,4.15
부채비율,322.77,231.98,217.91,219.35,211.61,192.23,175.80,165.02
자본유보율,826.37,830.57,906.31,964.41,"1,018.20",,,
EPS(원),"-2,359","7,713","5,552","3,890","4,793","6,574","7,296","7,684"
PER(배),N/A,5.67,5.59,9.72,8.26,5.88,5.30,5.03
BPS(원),"45,095","45,064","50,056","51,755","54,487","60,134","66,542","73,756"
PBR(배),0.63,0.97,0.62,0.73,0.73,0.64,0.58,0.52
현금DPS(원),300,"1,000","1,000","1,200","1,300","1,262","1,281","1,250"
현금배당수익률,1.06,2.29,3.22,3.17,3.28,3.27,3.31,3.23
현금배당성향(%),-12.51,13.53,17.91,30.81,27.02,19.20,17.56,16.27
발행주식수(보통주),"71,675,237","79,435,797","80,097,804","80,708,203","85,581,490",,,
