주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"3,463","3,650","3,910","4,153","6,915"
영업이익,85,45,-74,73,400
영업이익(발표기준),85,45,-74,73,400
세전계속사업이익,112,-37,-185,41,332
당기순이익,116,-57,-215,36,368
  당기순이익(지배),116,-57,-215,36,368
  당기순이익(비지배),,,,,
자산총계,"3,441","3,417","3,175","3,523","4,587"
부채총계,"2,823","2,470","2,461","2,509","3,167"
자본총계,618,947,714,"1,014","1,420"
  자본총계(지배),618,947,714,"1,014","1,420"
  자본총계(비지배),,,,,
자본금,90,162,162,266,266
영업활동현금흐름,8,220,32,381,39
투자활동현금흐름,106,-66,-27,-236,-512
재무활동현금흐름,-288,-35,-106,141,563
CAPEX,8,17,22,234,551
FCF,0,204,11,147,-512
이자발생부채,518,"1,105","1,248","1,153","1,762"
영업이익률,2.46,1.24,-1.90,1.75,5.79
순이익률,3.35,-1.57,-5.50,0.87,5.32
ROE(%),19.22,-7.31,-25.92,4.18,30.23
ROA(%),3.31,-1.67,-6.53,1.08,9.07
부채비율,456.78,260.95,344.59,247.50,223.06
자본유보율,585.92,485.23,341.30,280.77,433.37
EPS(원),643,-309,-665,95,691
PER(배),3.29,N/A,N/A,20.47,4.94
BPS(원),"3,430","2,926","2,207","1,904","2,667"
PBR(배),0.62,0.85,0.74,1.02,1.28
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"18,020,878","32,353,490","32,353,490","53,242,476","53,242,476"
