주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,517","2,466","2,596","2,415","2,764"
영업이익,32,32,108,-15,75
영업이익(발표기준),32,32,108,-15,75
세전계속사업이익,102,110,213,-37,147
당기순이익,67,68,190,-30,103
  당기순이익(지배),62,53,157,-47,80
  당기순이익(비지배),5,14,33,18,24
자산총계,"3,827","3,756","3,964","4,113","4,100"
부채총계,910,852,905,"1,162","1,049"
자본총계,"2,918","2,904","3,059","2,951","3,051"
  자본총계(지배),"2,650","2,631","2,760","2,646","2,729"
  자본총계(비지배),267,273,299,306,322
자본금,130,130,130,130,130
영업활동현금흐름,209,104,309,235,127
투자활동현금흐름,-136,-25,-223,-296,-322
재무활동현금흐름,-38,-36,-36,46,34
CAPEX,51,92,118,311,223
FCF,158,12,191,-76,-95
이자발생부채,0,0,6,115,196
영업이익률,1.29,1.29,4.18,-0.63,2.70
순이익률,2.67,2.74,7.33,-1.23,3.74
ROE(%),2.37,2.02,5.83,-1.75,2.97
ROA(%),1.77,1.78,4.93,-0.74,2.52
부채비율,31.18,29.32,29.60,39.36,34.37
자본유보율,"1,871.64","1,880.80","1,978.50","1,904.56","1,936.54"
EPS(원),240,206,606,-182,308
PER(배),14.81,14.12,4.39,N/A,10.38
BPS(원),"10,334","10,258","10,761","10,315","10,639"
PBR(배),0.34,0.28,0.25,0.27,0.30
현금DPS(원),120,100,200,120,120
현금배당수익률,3.37,3.44,7.52,4.36,3.76
현금배당성향(%),49.36,47.98,32.63,-65.15,38.54
발행주식수(보통주),"25,947,500","25,947,500","25,947,500","25,947,500","25,947,500"
