주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"20,655","22,202","24,992","25,427","29,467","31,612","33,388","36,412"
영업이익,547,599,470,511,662,798,921,"1,035"
영업이익(발표기준),547,599,470,511,662,,,
세전계속사업이익,505,531,220,40,527,698,824,981
당기순이익,382,422,202,-124,405,529,626,747
  당기순이익(지배),382,421,202,-125,404,529,626,747
  당기순이익(비지배),0,0,0,1,0,,,
자산총계,"7,344","7,523","11,963","11,819","12,230","12,748","13,305","14,510"
부채총계,"4,544","4,383","8,736","8,789","8,880","8,972","9,024","9,588"
자본총계,"2,800","3,140","3,227","3,030","3,350","3,777","4,281","4,922"
  자본총계(지배),"2,802","3,141","3,228","3,030","3,350","3,777","4,281","4,922"
  자본총계(비지배),-2,,-1,0,0,,,
자본금,431,431,431,431,431,431,431,431
영업활동현금흐름,631,684,947,"1,070",969,"1,396","1,375","1,323"
투자활동현금흐름,-509,-438,-699,-805,-473,-499,-508,-495
재무활동현금흐름,9,-364,-162,-289,-564,-397,-424,-130
CAPEX,580,414,707,627,409,495,507,520
FCF,51,270,240,444,560,826,827,802
이자발생부채,"2,137","1,824","5,849","5,656","5,359",,,
영업이익률,2.65,2.70,1.88,2.01,2.25,2.53,2.76,2.84
순이익률,1.85,1.90,0.81,-0.49,1.37,1.67,1.88,2.05
ROE(%),13.33,14.18,6.34,-3.98,12.68,14.84,15.53,16.24
ROA(%),5.42,5.67,2.08,-1.04,3.37,4.24,4.81,5.37
부채비율,162.27,139.61,270.67,290.06,265.04,237.54,210.81,194.78
자본유보율,636.52,715.10,735.34,689.26,763.28,,,
EPS(원),"4,424","4,883","2,341","-1,444","4,687","6,127","7,253","8,661"
PER(배),35.38,26.11,37.25,N/A,15.11,13.29,11.22,9.40
BPS(원),"34,567","38,749","39,828","37,383","41,335","46,598","52,813","60,722"
PBR(배),4.53,3.29,2.19,1.93,1.71,1.75,1.54,1.34
현금DPS(원),956,"1,004","1,104","1,104","1,500","1,446","1,447","1,500"
현금배당수익률,0.61,0.79,1.27,1.53,2.12,1.78,1.78,1.84
현금배당성향(%),13.45,12.73,29.22,-47.37,22.21,23.61,19.95,17.32
발행주식수(보통주),"8,629,009","8,629,009","8,629,009","8,629,009","8,629,009",,,
