주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,663","6,272","6,100","8,659","7,411"
영업이익,473,373,360,772,"1,016"
영업이익(발표기준),473,373,360,772,"1,016"
세전계속사업이익,499,397,379,815,"1,046"
당기순이익,376,282,274,606,774
  당기순이익(지배),374,290,275,605,774
  당기순이익(비지배),2,-8,-1,0,0
자산총계,"13,888","14,351","14,813","16,089","16,474"
부채총계,"9,095","9,702","9,953","10,480","9,884"
자본총계,"4,793","4,649","4,860","5,609","6,590"
  자본총계(지배),"4,780","4,617","4,853","5,609","6,590"
  자본총계(비지배),13,,7,0,1
자본금,668,668,668,668,668
영업활동현금흐름,"-2,592",5,643,826,258
투자활동현금흐름,-34,23,-97,-67,-10
재무활동현금흐름,"2,514",-67,"-1,067","1,019",-792
CAPEX,6,8,9,7,9
FCF,,,,,
이자발생부채,"1,901","3,048","2,599","3,158","2,091"
영업이익률,8.35,5.95,5.90,8.91,13.71
순이익률,6.64,4.50,4.49,6.99,10.44
ROE(%),8.00,6.17,5.80,11.58,12.68
ROA(%),2.65,2.05,1.88,3.92,4.75
부채비율,189.75,208.69,204.80,186.83,149.98
자본유보율,666.27,682.91,714.47,826.56,973.31
EPS(원),"2,797","2,170","2,055","4,529","5,786"
PER(배),8.99,10.34,10.14,4.70,4.23
BPS(원),"48,723","51,862","54,507","62,998","74,017"
PBR(배),0.52,0.43,0.38,0.34,0.33
현금DPS(원),"1,200","1,200","1,200","1,200","1,600"
현금배당수익률,4.77,5.35,5.76,5.63,6.54
현금배당성향(%),31.87,37.33,39.42,17.89,18.61
발행주식수(보통주),"10,369,886","10,369,886","10,369,886","10,369,886","10,369,886"
