주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,608","3,514","3,439","3,292","3,834"
영업이익,423,410,320,219,538
영업이익(발표기준),423,410,320,219,538
세전계속사업이익,356,272,539,227,311
당기순이익,253,202,436,130,223
  당기순이익(지배),253,202,436,130,223
  당기순이익(비지배),0,0,0,0,0
자산총계,"12,740","13,018","13,707","12,649","12,708"
부채총계,"5,749","5,930","6,292","5,230","5,187"
자본총계,"6,991","7,088","7,416","7,419","7,521"
  자본총계(지배),"6,992","7,088","7,416","7,420","7,522"
  자본총계(비지배),0,0,0,0,0
자본금,137,137,137,137,137
영업활동현금흐름,577,121,669,336,209
투자활동현금흐름,-196,-257,-451,883,-522
재무활동현금흐름,-361,103,-150,-957,26
CAPEX,372,152,359,402,23
FCF,205,-31,310,-66,186
이자발생부채,"2,859","3,079","3,136","2,187","2,489"
영업이익률,11.73,11.66,9.31,6.64,14.03
순이익률,7.02,5.75,12.68,3.96,5.81
ROE(%),3.67,2.87,6.02,1.76,2.98
ROA(%),1.97,1.57,3.26,0.99,1.76
부채비율,82.23,83.67,84.85,70.49,68.96
자본유보율,"5,018.82","5,130.13","5,414.52","5,485.48","5,624.30"
EPS(원),923,737,"1,591",475,813
PER(배),15.05,14.66,5.83,26.09,16.92
BPS(원),"25,502","26,282","28,074","28,520","30,043"
PBR(배),0.55,0.41,0.33,0.43,0.46
현금DPS(원),180,125,125,125,125
현금배당수익률,1.29,1.16,1.35,1.01,0.91
현금배당성향(%),19.49,16.70,7.57,24.96,14.05
발행주식수(보통주),"27,415,270","27,415,270","27,415,270","27,415,270","27,415,270"
