주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"27,257","24,119","24,593","27,853","28,725","29,737","31,625","31,925"
영업이익,454,"-1,962","-2,799",821,802,"1,117","1,417","1,540"
영업이익(발표기준),454,"-1,962","-2,799",821,802,,,
세전계속사업이익,-479,"-3,241","-3,494",150,353,699,"1,039",965
당기순이익,-463,"-3,080","-3,557",224,514,577,858,810
  당기순이익(지배),-474,"-3,008","-3,543",310,665,634,932,875
  당기순이익(비지배),11,-72,-14,-86,-151,,,
자산총계,"40,839","40,022","40,843","41,974","41,072","44,063","44,991","44,100"
부채총계,"26,656","28,942","32,014","28,512","28,389","29,626","29,312","27,690"
자본총계,"14,183","11,080","8,829","13,462","12,682","14,437","15,679","16,410"
  자본총계(지배),"13,440","10,440","8,240","13,635","12,931","14,730","16,039","16,820"
  자본총계(비지배),743,,588,-173,-248,,,
자본금,"4,250","4,250","4,250","5,457","5,457","5,459","5,459","5,460"
영업활동현금흐름,"2,192",-142,"-2,009",564,-627,"1,405","1,312","1,420"
투자활동현금흐름,312,-381,-136,-751,"1,461",-424,-404,-425
재무활동현금흐름,"-3,918",-195,"2,308",-216,-996,51,-717,-505
CAPEX,280,300,186,305,442,314,336,355
FCF,"1,913",-442,"-2,196",259,"-1,069",426,756,"1,010"
이자발생부채,"14,070","13,921","15,042","11,693","12,400",,,
영업이익률,1.67,-8.13,-11.38,2.95,2.79,3.75,4.48,4.82
순이익률,-1.70,-12.77,-14.46,0.81,1.79,1.94,2.71,2.54
ROE(%),-3.46,-25.20,-37.93,2.84,5.01,4.59,6.06,5.33
ROA(%),-1.08,-7.62,-8.80,0.54,1.24,1.36,1.93,1.82
부채비율,187.94,261.21,362.61,211.81,223.85,205.22,186.95,168.74
자본유보율,216.78,146.59,59.32,73.28,86.41,,,
EPS(원),-557,"-3,539","-4,168",325,609,581,854,802
PER(배),N/A,N/A,N/A,52.85,34.13,31.40,21.38,22.76
BPS(원),"15,811","12,282","9,695","12,493","11,847","13,496","14,696","15,411"
PBR(배),1.19,2.27,1.61,1.38,1.76,1.35,1.24,1.18
현금DPS(원),0,0,0,,,0,0,0
현금배당수익률,0.00,0.00,0.00,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"85,000,000","85,000,000","85,000,000","109,142,293","109,142,293",,,
