주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"33,892","39,708","45,096","42,821","58,162","71,210","73,904","77,096"
영업이익,"3,945","4,590","4,770","3,939","5,953","6,988","7,524","8,268"
영업이익(발표기준),"3,945","4,590","4,770","3,939","5,953",,,
세전계속사업이익,"3,148","4,037","4,049","3,558","5,210","6,148","6,854","7,634"
당기순이익,"2,738","2,645","2,721","2,475","3,859","4,458","4,944","5,524"
  당기순이익(지배),"2,738","2,645","2,721","2,475","3,859","4,458","4,944","5,524"
  당기순이익(비지배),,,,,,,,
자산총계,"61,838","64,463","67,042","69,606","85,809","89,272","93,148","97,216"
부채총계,"27,563","27,067","27,252","28,868","42,596","42,472","42,664","42,568"
자본총계,"34,275","37,396","39,791","40,738","43,213","46,800","50,484","54,648"
  자본총계(지배),"34,275","37,396","39,791","40,738","43,213","46,800","50,484","54,648"
  자본총계(비지배),,,,,,,,
자본금,462,482,499,469,511,510,510,510
영업활동현금흐름,"3,766","6,166","4,857","5,653","4,600","6,610","6,542","7,136"
투자활동현금흐름,"-1,147",-679,"-3,459","-2,389","-8,621","-1,668","-2,100","-2,468"
재무활동현금흐름,"-1,790","-4,219","-4,931","2,424","5,242","-4,600","-2,446","-3,054"
CAPEX,469,753,"1,320","1,175","2,137","1,678","1,918","2,085"
FCF,"3,298","5,413","3,537","4,478","2,463","3,687","4,517","5,663"
이자발생부채,"13,385","10,992","8,303","11,027","19,818",,,
영업이익률,11.64,11.56,10.58,9.20,10.24,9.81,10.18,10.72
순이익률,8.08,6.66,6.03,5.78,6.64,6.26,6.69,7.17
ROE(%),8.08,7.38,7.05,6.15,9.19,9.90,10.16,10.51
ROA(%),4.38,4.19,4.14,3.62,4.97,5.09,5.42,5.80
부채비율,80.42,72.38,68.49,70.86,98.57,90.75,84.51,77.89
자본유보율,"8,131.30","8,538.21","8,815.47","9,146.38","9,238.40",,,
EPS(원),"2,731","2,638","2,714","2,468","3,849","4,447","4,932","5,510"
PER(배),13.11,11.94,12.65,12.01,10.59,9.16,8.26,7.40
BPS(원),"34,190","37,303","39,692","40,637","43,105","46,699","50,375","54,530"
PBR(배),1.05,0.84,0.87,0.73,0.95,0.87,0.81,0.75
현금DPS(원),800,900,"1,200",0,"1,200","1,240","1,320","1,400"
현금배당수익률,2.23,2.86,3.49,0.00,2.94,3.04,3.24,3.44
현금배당성향(%),29.30,34.11,44.21,0.00,31.17,27.88,26.77,25.41
발행주식수(보통주),"100,249,166","100,249,166","100,249,166","100,249,166","100,249,166",,,
