주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,692","4,492","4,709","4,044","4,630"
영업이익,100,72,-153,-34,-8
영업이익(발표기준),100,72,-153,-34,-8
세전계속사업이익,-78,-11,-241,-160,-1
당기순이익,-42,-54,-232,-96,-123
  당기순이익(지배),-41,-54,-232,-95,-120
  당기순이익(비지배),-1,-1,0,-1,-2
자산총계,"3,771","3,963","3,899","4,423","4,477"
부채총계,"2,732","2,985","3,218","3,428","3,553"
자본총계,"1,038",978,681,994,924
  자본총계(지배),"1,032",971,673,987,918
  자본총계(비지배),6,,7,7,5
자본금,200,200,200,200,200
영업활동현금흐름,162,12,20,150,-2
투자활동현금흐름,-224,-152,-178,-118,-124
재무활동현금흐름,109,125,134,-22,57
CAPEX,183,168,199,141,153
FCF,-20,-156,-178,9,-154
이자발생부채,"1,570","1,779","1,931","1,896","1,998"
영업이익률,2.13,1.60,-3.26,-0.83,-0.16
순이익률,-0.89,-1.21,-4.93,-2.37,-2.65
ROE(%),-3.89,-5.35,-28.17,-11.40,-12.62
ROA(%),-1.11,-1.41,-5.90,-2.30,-2.76
부채비율,263.19,305.18,472.77,344.82,384.64
자본유보율,440.35,411.35,271.64,217.06,172.63
EPS(원),-102,-134,-579,-237,-301
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"2,598","2,446","1,695","2,484","2,312"
PBR(배),0.65,0.55,0.84,0.45,0.58
현금DPS(원),5,5,5,5,5
현금배당수익률,0.29,0.37,0.35,0.45,0.37
현금배당성향(%),-5.26,-4.01,-0.93,-2.27,-1.79
발행주식수(보통주),"36,700,000","36,700,000","36,700,000","36,700,000","36,700,000"
