주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,283","1,201",779,545,590
영업이익,115,73,-29,-17,38
영업이익(발표기준),115,73,-29,-17,38
세전계속사업이익,129,77,-20,-8,32
당기순이익,95,56,-27,-18,36
  당기순이익(지배),95,56,-27,-18,36
  당기순이익(비지배),,,,,
자산총계,"1,584","1,607","1,451","1,285","1,364"
부채총계,559,560,450,314,358
자본총계,"1,025","1,047","1,001",971,"1,007"
  자본총계(지배),"1,025","1,047","1,001",971,"1,007"
  자본총계(비지배),,,,,
자본금,62,62,62,62,62
영업활동현금흐름,-3,20,51,126,107
투자활동현금흐름,-21,1,-1,-1,-2
재무활동현금흐름,24,-26,-76,-142,32
CAPEX,4,5,1,5,6
FCF,-7,16,51,121,100
이자발생부채,407,413,362,236,269
영업이익률,8.93,6.09,-3.75,-3.10,6.40
순이익률,7.41,4.66,-3.51,-3.32,6.05
ROE(%),9.59,5.40,-2.67,-1.84,3.61
ROA(%),6.17,3.51,-1.79,-1.32,2.69
부채비율,54.49,53.47,44.96,32.30,35.55
자본유보율,"1,552.93","1,588.74","1,505.43","1,457.42","1,515.89"
EPS(원),762,449,-219,-145,286
PER(배),7.02,10.86,N/A,N/A,9.85
BPS(원),"8,225","8,402","8,030","7,790","8,077"
PBR(배),0.65,0.58,0.46,0.54,0.35
현금DPS(원),270,150,100,0,40
현금배당수익률,5.05,3.08,2.70,0.00,1.42
현금배당성향(%),35.42,33.40,-45.64,0.00,13.97
발행주식수(보통주),"12,447,744","12,447,744","12,447,744","12,447,744","12,447,744"
