주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,920,946,"1,211","1,230","1,342"
영업이익,13,-57,48,65,4
영업이익(발표기준),13,-57,48,65,4
세전계속사업이익,-7,-81,15,12,-48
당기순이익,-13,-86,8,13,-53
  당기순이익(지배),-13,-86,8,13,-53
  당기순이익(비지배),,,,,
자산총계,"1,355","1,479","1,839","1,917","2,264"
부채총계,843,919,"1,216","1,281","1,607"
자본총계,512,561,623,636,657
  자본총계(지배),512,561,623,636,657
  자본총계(비지배),,,,,
자본금,55,65,65,67,68
영업활동현금흐름,38,-26,106,78,14
투자활동현금흐름,-375,-148,-261,-46,-453
재무활동현금흐름,285,195,291,-33,319
CAPEX,362,37,139,170,328
FCF,-324,-63,-33,-92,-314
이자발생부채,612,667,936,944,"1,255"
영업이익률,1.42,-6.06,3.98,5.32,0.30
순이익률,-1.38,-9.05,0.65,1.09,-3.98
ROE(%),-2.44,-15.97,1.33,2.13,-8.27
ROA(%),-1.07,-6.04,0.47,0.71,-2.56
부채비율,164.77,163.80,195.28,201.58,244.36
자본유보율,876.96,806.86,898.21,922.93,930.65
EPS(원),-111,-706,60,102,-397
PER(배),N/A,N/A,174.02,100.83,N/A
BPS(원),"4,807","4,594","5,083","5,078","5,254"
PBR(배),0.85,2.24,2.07,2.03,1.59
현금DPS(원),72,50,75,75,80
현금배당수익률,1.77,0.49,0.71,0.73,0.96
현금배당성향(%),-60.44,-7.13,116.87,70.02,-18.72
발행주식수(보통주),"11,437,010","13,000,000","13,000,000","13,389,792","13,537,283"
