주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"2,363","2,232","2,047","2,083","2,688"
영업이익,79,57,120,138,195
영업이익(발표기준),79,57,120,138,195
세전계속사업이익,108,71,135,159,243
당기순이익,87,59,100,130,197
  당기순이익(지배),87,59,100,130,197
  당기순이익(비지배),,,,,
자산총계,"1,653","1,625","1,634","1,714","2,170"
부채총계,568,501,431,405,693
자본총계,"1,084","1,124","1,203","1,308","1,477"
  자본총계(지배),"1,084","1,124","1,203","1,308","1,477"
  자본총계(비지배),,,,,
자본금,78,78,78,78,78
영업활동현금흐름,29,97,189,221,-9
투자활동현금흐름,-36,-91,-69,-135,-170
재무활동현금흐름,33,-45,-102,-94,190
CAPEX,89,89,71,193,190
FCF,-60,8,118,28,-199
이자발생부채,314,290,231,161,378
영업이익률,3.36,2.54,5.84,6.60,7.27
순이익률,3.69,2.63,4.88,6.24,7.33
ROE(%),8.29,5.32,8.58,10.34,14.14
ROA(%),5.40,3.58,6.12,7.76,10.14
부채비율,52.41,44.54,35.82,30.97,46.89
자본유보율,"1,297.02","1,346.43","1,446.90","1,581.72","1,799.14"
EPS(원),557,375,638,830,"1,260"
PER(배),7.50,10.67,6.67,10.72,12.94
BPS(원),"7,090","7,351","7,864","8,556","9,658"
PBR(배),0.59,0.54,0.54,1.04,1.69
현금DPS(원),140,120,150,180,230
현금배당수익률,3.35,3.00,3.53,2.02,1.41
현금배당성향(%),24.59,31.26,22.99,21.20,17.86
발행주식수(보통주),"15,637,042","15,637,042","15,637,042","15,637,042","15,637,042"
