주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)"
매출액,"8,898","13,517","12,376","13,846","14,066","14,761","15,289"
영업이익,507,481,239,372,202,369,413
영업이익(발표기준),507,481,239,372,202,,
세전계속사업이익,498,504,256,338,193,361,406
당기순이익,370,389,195,266,135,274,304
  당기순이익(지배),370,389,195,266,135,274,304
  당기순이익(비지배),,,,,,,
자산총계,"6,828","6,789","7,528","8,033","8,636","8,718","9,029"
부채총계,"2,691","2,315","2,949","3,223","3,746","3,589","3,642"
자본총계,"4,136","4,474","4,580","4,810","4,891","5,129","5,387"
  자본총계(지배),"4,136","4,474","4,580","4,810","4,891","5,129","5,387"
  자본총계(비지배),,,,,,,
자본금,205,205,205,205,205,205,205
영업활동현금흐름,210,68,956,"1,054",-204,704,659
투자활동현금흐름,248,-457,-576,-930,-242,-127,-148
재무활동현금흐름,-20,-24,-165,-168,148,-166,-166
CAPEX,162,206,740,822,268,121,142
FCF,48,-138,216,232,-472,,
이자발생부채,22,19,423,630,884,,
영업이익률,5.70,3.56,1.93,2.69,1.44,2.50,2.70
순이익률,4.15,2.88,1.57,1.92,0.96,1.86,1.99
ROE(%),10.70,9.03,4.30,5.66,2.78,5.47,5.78
ROA(%),6.70,5.71,2.72,3.42,1.62,3.16,3.43
부채비율,65.06,51.75,64.39,66.99,76.59,69.97,67.61
자본유보율,"1,930.19","2,094.91","2,145.82","2,258.52","2,296.26",,
EPS(원),"2,111","1,893",948,"1,295",657,"1,334","1,480"
PER(배),15.16,10.59,14.08,12.32,23.05,9.89,8.92
BPS(원),"20,565","22,242","22,768","23,916","24,314","25,499","26,782"
PBR(배),1.56,0.90,0.59,0.67,0.62,0.52,0.49
현금DPS(원),100,290,150,200,100,200,200
현금배당수익률,0.31,1.45,1.12,1.25,0.66,1.52,1.52
현금배당성향(%),5.44,15.00,15.50,15.13,14.90,14.99,13.51
발행주식수(보통주),"20,535,282","20,535,282","20,535,282","20,535,282","20,535,282",,
