주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,122","5,022","7,994","9,691","12,034","16,447","21,039","21,819"
영업이익,354,327,601,976,"1,010","1,014","1,790","1,854"
영업이익(발표기준),354,327,601,976,"1,010",,,
세전계속사업이익,419,68,399,578,894,883,"1,711","1,801"
당기순이익,390,71,347,336,647,649,"1,308","1,391"
  당기순이익(지배),389,59,319,309,662,735,"1,488","1,720"
  당기순이익(비지배),0,11,28,27,-15,,,
자산총계,"3,879","6,064","7,356","8,807","17,739","18,285","20,331","20,956"
부채총계,861,"2,879","3,658","4,371","8,271","8,367","9,064","8,964"
자본총계,"3,019","3,185","3,698","4,435","9,468","9,918","11,266","11,992"
  자본총계(지배),"3,017","3,021","3,410","4,131","8,942","9,462","10,528","11,799"
  자본총계(비지배),2,,289,304,526,,,
자본금,86,86,86,86,211,211,211,211
영업활동현금흐름,-31,-205,857,240,"-1,054",537,"1,243","1,821"
투자활동현금흐름,-139,-617,-664,"-1,103","-3,006",-956,"-1,086","-1,010"
재무활동현금흐름,95,793,233,"1,094","5,678",-297,-250,-278
CAPEX,367,264,877,"1,102",923,973,"1,124","1,049"
FCF,-398,-469,-20,-862,"-1,977",-416,215,766
이자발생부채,300,"1,777","2,280","2,417","4,432",,,
영업이익률,11.34,6.52,7.52,10.07,8.39,6.17,8.51,8.49
순이익률,12.47,1.41,4.34,3.47,5.38,3.95,6.22,6.38
ROE(%),12.98,1.96,9.92,8.19,10.13,7.98,14.89,15.40
ROA(%),10.07,1.42,5.17,4.16,4.88,3.61,6.78,6.74
부채비율,28.51,90.38,98.90,98.56,87.36,84.36,80.46,74.75
자본유보율,"3,986.87","4,081.14","4,395.39","4,963.19","4,102.94",,,
EPS(원),"1,067",162,874,845,"1,601","1,742","3,528","4,078"
PER(배),11.65,80.72,20.63,104.75,41.04,26.61,13.14,11.37
BPS(원),"8,616","8,705","9,821","11,314","21,204","22,720","25,280","28,333"
PBR(배),1.44,1.50,1.84,7.83,3.10,2.04,1.83,1.64
현금DPS(원),166,189,218,473,600,629,659,680
현금배당수익률,1.33,1.45,1.21,0.53,0.91,1.36,1.42,1.47
현금배당성향(%),14.19,104.49,22.33,55.93,38.22,36.13,18.67,16.67
발행주식수(보통주),"36,513,456","36,513,456","36,513,456","36,513,456","42,171,403",,,
