주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"239,892","238,119","300,050","290,007","286,756",,,
영업이익,"38,300","44,994","50,462","49,297","59,521","66,419","68,494","71,933"
영업이익(발표기준),"38,300","44,994","50,462","49,297","59,521",,,
세전계속사업이익,"37,976","44,666","49,115","47,539","55,837","64,999","66,816","69,867"
당기순이익,"29,492","31,983","36,424","34,981","41,126","47,726","49,113","51,590"
  당기순이익(지배),"29,188","31,567","34,035","34,146","40,193","46,426","47,477","49,407"
  당기순이익(비지배),304,415,"2,389",835,934,,,
자산총계,"4,263,070","4,596,005","5,524,196","6,052,341","6,481,522","6,813,451","7,135,642","7,415,165"
부채총계,"3,926,034","4,229,491","5,104,892","5,588,772","5,986,138","6,283,150","6,570,931","6,816,757"
자본총계,"337,036","366,514","419,304","463,569","495,384","530,300","564,711","598,407"
  자본총계(지배),"328,202","357,256","391,779","440,696","472,912","506,181","541,287","570,477"
  자본총계(비지배),"8,834",,"27,524","22,873","22,473",,,
자본금,"26,451","26,451","27,325","29,696","29,696","28,250","28,170","27,581"
영업활동현금흐름,"10,213","-63,202","71,790","-44,093","110,801",,,
투자활동현금흐름,"-107,036","-55,126","-226,879","-30,259","-120,305",,,
재무활동현금흐름,"103,325","138,065","158,788","78,806","49,617",,,
CAPEX,"1,552","1,429","2,704","2,797","3,349",,,
FCF,,,,,,,,
이자발생부채,"690,009","839,937","1,004,065","1,038,937","1,110,656",,,
영업이익률,15.97,18.90,16.82,17.00,20.76,,,
순이익률,12.29,13.43,12.14,12.06,14.34,,,
ROE(%),9.13,9.21,9.09,8.20,8.80,9.48,9.06,8.89
ROA(%),0.72,0.72,0.72,0.60,0.66,0.72,0.70,0.71
부채비율,"1,164.87","1,153.98","1,217.47","1,205.60","1,208.38","1,184.83","1,163.59","1,139.15"
자본유보율,"1,174.21","1,291.55","1,475.40","1,483.43","1,589.78",,,
EPS(원),"6,155","6,657","7,003","6,742","7,526","8,734","8,951","9,315"
PER(배),8.03,5.95,6.19,4.75,4.89,4.84,4.73,4.54
BPS(원),"69,212","75,923","81,997","82,516","88,548","95,432","102,051","107,554"
PBR(배),0.71,0.52,0.53,0.39,0.42,0.44,0.41,0.39
현금DPS(원),"1,450","1,600","1,850","1,500","1,960","2,316","2,430","2,556"
현금배당수익률,2.94,4.04,4.27,4.68,5.33,5.48,5.74,6.04
현금배당성향(%),23.56,23.86,25.97,23.54,26.04,25.59,26.25,26.54
발행주식수(보통주),"474,199,587","474,199,587","474,199,587","516,599,554","516,599,554",,,
