주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"120,922","130,116","123,843","76,105","90,168","120,903","141,078","143,394"
영업이익,"9,398","6,712","1,761","1,073","14,180","17,003","13,157","11,337"
영업이익(발표기준),"9,398","6,712","1,761","1,073","14,180",,,
세전계속사업이익,"11,217","-1,777","-8,148","-9,357","8,431","13,704","10,055","7,544"
당기순이익,"8,019","-1,611","-6,228","-2,300","5,788","10,070","7,188","5,476"
  당기순이익(지배),"7,915","-1,685","-6,291","-2,115","5,777","9,994","7,119","5,424"
  당기순이익(비지배),104,74,63,-185,11,,,
자산총계,"246,487","258,425","270,141","251,901","266,719","266,614","274,261","277,279"
부채총계,"208,976","226,799","242,333","218,783","198,062","188,488","188,632","184,548"
자본총계,"37,511","31,626","27,808","33,117","68,657","78,126","85,628","92,731"
  자본총계(지배),"36,294","30,395","26,562","32,065","67,539","77,140","84,662","92,015"
  자본총계(비지배),"1,217","1,231","1,246","1,052","1,118",,,
자본금,"4,798","4,798","4,798","8,766","17,447","17,450","17,541","17,694"
영업활동현금흐름,"28,068","27,926","22,879","13,767","35,142","27,690","25,724","22,795"
투자활동현금흐름,"-20,412","-6,579","-15,492",-27,"-24,448","-6,426","-14,334","-13,339"
재무활동현금흐름,"-10,362","-14,075","-14,472","-8,581","-12,112","-16,318","-6,654","-6,057"
CAPEX,"18,765","12,762","11,828","6,110","3,430","9,456","14,309","13,533"
FCF,"9,302","15,164","11,050","7,657","31,712","15,050","10,564","4,641"
이자발생부채,"148,453","157,392","170,237","155,379","125,069",,,
영업이익률,7.77,5.16,1.42,1.41,15.73,14.06,9.33,7.91
순이익률,6.63,-1.24,-5.03,-3.02,6.42,8.33,5.10,3.82
ROE(%),29.37,-5.05,-22.09,-7.22,11.60,13.82,8.80,6.14
ROA(%),3.30,-0.64,-2.36,-0.88,2.23,3.78,2.66,1.99
부채비율,557.11,717.13,871.45,660.63,288.48,241.26,220.29,199.01
자본유보율,317.41,241.52,93.10,113.63,232.63,,,
EPS(원),"5,525","-1,124","-4,197","-1,181","1,905","2,864","2,040","1,555"
PER(배),3.97,N/A,N/A,N/A,15.41,10.18,14.29,18.75
BPS(원),"24,217","20,281","17,723","14,148","19,356","22,107","24,263","26,370"
PBR(배),0.91,1.06,1.04,1.49,1.52,1.32,1.20,1.11
현금DPS(원),159,159,0,0,,9,9,12
현금배당수익률,0.73,0.74,0.00,0.00,,0.03,0.03,0.04
현금배당성향(%),3.04,-14.27,0.00,0.00,,0.32,0.44,0.80
발행주식수(보통주),"148,760,863","148,760,863","148,760,863","225,529,011","347,820,825",,,
