주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,548","1,577","1,645","1,741","3,127"
영업이익,122,133,169,307,763
영업이익(발표기준),122,133,169,307,763
세전계속사업이익,123,152,173,250,777
당기순이익,73,116,111,200,581
  당기순이익(지배),70,113,107,196,580
  당기순이익(비지배),3,3,4,4,1
자산총계,"1,900","1,937","2,209","2,495","3,420"
부채총계,513,460,644,690,"1,098"
자본총계,"1,387","1,476","1,565","1,805","2,322"
  자본총계(지배),"1,366","1,455","1,544","1,785","2,305"
  자본총계(비지배),21,,21,20,17
자본금,208,208,208,208,208
영업활동현금흐름,-98,92,-124,321,307
투자활동현금흐름,25,65,132,-298,-308
재무활동현금흐름,32,-81,40,-25,-31
CAPEX,23,10,10,6,27
FCF,-121,82,-134,316,279
이자발생부채,261,209,328,258,396
영업이익률,7.88,8.44,10.24,17.65,24.39
순이익률,4.70,7.36,6.75,11.47,18.58
ROE(%),5.17,7.99,7.12,11.76,28.35
ROA(%),3.85,6.05,5.35,8.49,19.65
부채비율,37.00,31.19,41.14,38.24,47.26
자본유보율,618.74,659.67,697.95,807.55,"1,046.56"
EPS(원),168,270,256,470,"1,391"
PER(배),22.92,21.11,20.20,18.97,10.57
BPS(원),"3,669","3,908","4,149","4,731","6,111"
PBR(배),1.05,1.46,1.25,1.88,2.41
현금DPS(원),70,70,80,90,150
현금배당수익률,1.82,1.23,1.55,1.01,1.02
현금배당성향(%),37.32,23.11,27.91,17.35,9.76
발행주식수(보통주),"41,678,175","41,678,175","41,678,175","41,678,175","41,678,175"
