주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"19,723","24,170","30,701","41,568","61,367","78,036","95,048","111,172"
영업이익,"1,654",729,"2,068","4,559","5,949","8,492","11,266","13,451"
영업이익(발표기준),"1,654",729,"2,068","4,559","5,949",,,
세전계속사업이익,"1,533","1,307","-2,343","4,143","22,937","22,695","16,779","18,966"
당기순이익,"1,251",159,"-3,419","1,734","16,462","17,728","12,453","14,096"
  당기순이익(지배),"1,086",479,"-3,010","1,556","13,922","16,368","11,092","12,855"
  당기순이익(비지배),165,-320,-409,177,"2,540",,,
자산총계,"63,494","79,595","87,373","119,540","227,796","228,461","248,286","307,250"
부채총계,"18,865","23,324","29,971","45,262","91,896","86,504","94,682","122,568"
자본총계,"44,629","56,272","57,401","74,277","135,900","141,957","153,603","184,682"
  자본총계(지배),"40,291","51,369","52,254","62,989","99,844","112,013","122,277","142,219"
  자본총계(비지배),"4,787",,"5,148","11,288","36,056",,,
자본금,340,417,432,443,446,448,448,448
영업활동현금흐름,"3,719","4,915","7,527","9,711","13,066","22,275","19,037","21,687"
투자활동현금흐름,"-3,547","-12,607","-4,142","-12,607","-33,410","-8,198","-10,405","-13,902"
재무활동현금흐름,"4,676","8,905","3,222","13,054","44,412","6,522","7,480","10,005"
CAPEX,752,972,"1,064","1,831","2,162","2,087","2,390","2,482"
FCF,"2,968","3,943","6,463","7,880","10,904","14,677","11,196","12,690"
이자발생부채,"7,952","6,545","7,539","9,504","38,425",,,
영업이익률,8.38,3.02,6.73,10.97,9.69,10.88,11.85,12.10
순이익률,6.34,0.66,-11.14,4.17,26.82,22.72,13.10,12.68
ROE(%),2.91,1.04,-5.81,2.70,17.10,15.45,9.47,9.72
ROA(%),2.11,0.22,-4.09,1.68,9.48,7.77,5.22,5.08
부채비율,42.27,41.45,52.21,60.94,67.62,60.94,61.64,66.37
자본유보율,"11,781.26","12,219.62","12,027.79","13,881.01","21,260.57",,,
EPS(원),320,123,-717,355,"3,132","3,680","2,498","2,895"
PER(배),85.50,168.01,N/A,219.25,35.92,22.23,32.75,28.26
BPS(원),"11,867","12,979","12,746","14,647","23,018","25,926","28,302","32,917"
PBR(배),2.31,1.59,2.41,5.32,4.89,3.16,2.89,2.49
현금DPS(원),30,25,25,30,53,62,74,53
현금배당수익률,0.11,0.12,0.08,0.04,0.05,0.08,0.09,0.06
현금배당성향(%),9.25,20.99,-3.46,8.29,1.65,1.69,2.99,1.84
발행주식수(보통주),"339,542,635","416,938,865","431,113,180","442,509,990","445,905,990",,,
