주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"38,640","30,810","27,196","50,836","58,749","64,757","68,304","68,567"
영업이익,"3,298","2,009","1,332","1,338","3,888","5,559","6,544","7,222"
영업이익(발표기준),"3,298","2,009","1,332","1,338","3,888",,,
세전계속사업이익,939,-671,"-1,955","6,941","1,129","5,529","6,580","6,920"
당기순이익,423,-231,"-2,219","5,609",-532,"4,238","5,004","5,274"
  당기순이익(지배),418,-236,"-2,225","5,964",-458,"3,686","4,367","4,616"
  당기순이익(비지배),5,5,6,-355,-74,,,
자산총계,"95,438","89,654","93,822","123,476","128,789","135,804","143,015","145,258"
부채총계,"36,775","32,241","49,290","71,016","75,028","76,942","78,275","74,372"
자본총계,"58,663","57,413","44,532","52,460","53,761","58,862","64,740","70,887"
  자본총계(지배),"58,552","57,300","44,519","48,708","50,353","54,902","60,142","65,632"
  자본총계(비지배),110,,13,"3,752","3,408",,,
자본금,564,564,564,481,481,481,481,481
영업활동현금흐름,"3,329","5,390","2,748","6,799","4,240","5,361","8,772","7,770"
투자활동현금흐름,"-6,585",-503,"-7,110",-24,"-2,373","4,459",492,"-1,121"
재무활동현금흐름,"1,416","-5,238","5,619","-6,414","-1,611",-976,"-1,274","-6,052"
CAPEX,"4,223","2,360","3,624","2,373","2,544","1,390","1,530","1,930"
FCF,-894,"3,030",-876,"4,426","1,696","5,061","7,764","8,191"
이자발생부채,"22,486","18,757","25,095","44,432","46,918",,,
영업이익률,8.54,6.52,4.90,2.63,6.62,8.58,9.58,10.53
순이익률,1.09,-0.75,-8.16,11.03,-0.91,6.54,7.33,7.69
ROE(%),0.71,-0.41,-4.37,12.79,-0.92,7.00,7.59,7.34
ROA(%),0.45,-0.25,-2.42,5.16,-0.42,3.20,3.59,3.66
부채비율,62.69,56.16,110.68,135.37,139.56,130.71,120.91,104.92
자본유보율,"10,675.74","10,476.26","9,923.37","12,809.93","10,879.41",,,
EPS(원),"3,958","-2,233","-21,079","67,079","-5,152","41,473","49,142","51,950"
PER(배),96.26,N/A,N/A,2.94,N/A,8.20,6.92,6.54
BPS(원),"595,438","582,704","452,732","636,034","657,509","746,549","817,801","892,439"
PBR(배),0.64,0.53,0.52,0.31,0.48,0.46,0.42,0.38
현금DPS(원),"9,000","9,000","5,500","5,700","7,000","6,350","6,350","6,350"
현금배당수익률,2.36,2.91,2.36,2.89,2.22,1.87,1.87,1.87
현금배당성향(%),211.80,-375.41,-24.30,7.39,-117.10,15.31,12.92,12.22
발행주식수(보통주),"10,556,513","10,556,513","10,556,513","8,886,471","8,886,471",,,
