주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,804","2,054","1,727","1,762","2,177"
영업이익,131,135,92,60,121
영업이익(발표기준),131,135,92,60,121
세전계속사업이익,325,272,-128,-42,41
당기순이익,186,203,-109,-40,133
  당기순이익(지배),187,202,-109,-39,133
  당기순이익(비지배),0,0,0,0,
자산총계,"1,961","2,048","2,242","2,199","3,148"
부채총계,"1,385","1,253","1,559","1,401","1,974"
자본총계,576,795,683,798,"1,174"
  자본총계(지배),569,788,676,792,"1,174"
  자본총계(비지배),7,,7,6,
자본금,214,216,220,220,244
영업활동현금흐름,-221,174,-6,-5,-398
투자활동현금흐름,361,-120,-89,-33,-131
재무활동현금흐름,-135,30,153,-21,558
CAPEX,43,32,109,50,225
FCF,-264,142,-115,-55,-623
이자발생부채,706,722,892,870,"1,392"
영업이익률,7.29,6.58,5.33,3.41,5.57
순이익률,10.34,9.86,-6.31,-2.25,6.12
ROE(%),41.19,29.84,-14.85,-5.36,13.56
ROA(%),9.95,10.11,-5.08,-1.78,4.99
부채비율,240.45,157.72,228.35,175.53,168.15
자본유보율,133.08,230.16,167.70,213.24,289.30
EPS(원),446,469,-247,-89,280
PER(배),5.56,4.98,N/A,N/A,17.50
BPS(원),"1,540","2,062","1,725","1,901","2,530"
PBR(배),1.61,1.13,1.39,3.48,1.94
현금DPS(원),0,80,0,0,
현금배당수익률,0.00,3.43,0.00,0.00,
현금배당성향(%),0.00,15.10,0.00,0.00,
발행주식수(보통주),"42,710,111","43,226,540","44,048,135","44,048,135","48,806,004"
