주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,902","2,897","2,929",396,"1,367"
영업이익,493,467,408,-169,74
영업이익(발표기준),493,467,408,-169,74
세전계속사업이익,563,529,489,-174,-334
당기순이익,435,399,378,-406,851
  당기순이익(지배),435,399,378,-295,932
  당기순이익(비지배),,,,-111,-81
자산총계,"7,350","7,805","8,135","10,071","10,340"
부채총계,658,664,720,"2,126","1,763"
자본총계,"6,691","7,140","7,415","7,945","8,577"
  자본총계(지배),"6,691","7,140","7,415","6,901","7,677"
  자본총계(비지배),,,,"1,045",900
자본금,564,564,564,564,564
영업활동현금흐름,872,632,823,205,817
투자활동현금흐름,"-1,143",-795,-626,163,-214
재무활동현금흐름,-44,-55,-153,-186,-365
CAPEX,240,140,193,165,258
FCF,632,493,629,41,559
이자발생부채,0,0,30,429,370
영업이익률,16.97,16.13,13.93,-42.75,5.42
순이익률,15.00,13.78,12.91,-102.49,62.27
ROE(%),6.71,5.77,5.19,-4.12,12.79
ROA(%),6.11,5.27,4.74,-4.46,8.34
부채비율,9.84,9.30,9.71,26.76,20.56
자본유보율,"1,153.75","1,233.26","1,281.96","1,203.81","1,354.22"
EPS(원),386,354,335,-261,826
PER(배),10.24,11.48,10.18,N/A,5.10
BPS(원),"6,075","6,482","6,731","6,264","6,969"
PBR(배),0.65,0.63,0.51,0.62,0.60
현금DPS(원),50,60,60,80,90
현금배당수익률,1.27,1.48,1.76,2.08,2.14
현금배당성향(%),12.65,16.55,17.49,-29.87,10.64
발행주식수(보통주),"112,876,596","112,876,596","112,876,596","112,876,596","112,876,596"
