주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"12,745","12,084","12,044","12,145","12,613"
영업이익,164,327,295,463,421
영업이익(발표기준),164,327,295,463,421
세전계속사업이익,140,169,177,353,272
당기순이익,108,98,144,227,202
  당기순이익(지배),106,97,147,226,202
  당기순이익(비지배),2,0,-3,1,0
자산총계,"11,529","11,354","11,431","11,462","11,823"
부채총계,"7,011","6,835","6,788","6,677","6,711"
자본총계,"4,518","4,520","4,643","4,786","5,112"
  자본총계(지배),"4,513","4,515","4,642","4,783","5,110"
  자본총계(비지배),5,,1,2,2
자본금,240,240,240,240,481
영업활동현금흐름,105,126,85,648,-118
투자활동현금흐름,-132,-180,182,-475,213
재무활동현금흐름,-246,-230,-76,-185,18
CAPEX,138,97,81,125,97
FCF,-33,29,4,523,-216
이자발생부채,"4,561","4,353","4,363","4,223","4,263"
영업이익률,1.29,2.71,2.45,3.81,3.33
순이익률,0.85,0.81,1.20,1.87,1.60
ROE(%),2.36,2.15,3.22,4.80,4.08
ROA(%),0.92,0.85,1.27,1.98,1.73
부채비율,155.18,151.22,146.20,139.51,131.28
자본유보율,"1,338.50","1,354.83","1,397.14","1,462.04",714.06
EPS(원),110,101,153,235,210
PER(배),22.22,18.78,13.02,9.76,14.40
BPS(원),"4,839","4,841","4,940","5,159","5,313"
PBR(배),0.51,0.39,0.40,0.44,0.57
현금DPS(원),55,55,68,90,110
현금배당수익률,2.24,2.89,3.38,3.92,3.64
현금배당성향(%),47.04,51.28,42.15,35.63,52.61
발행주식수(보통주),"88,400,020","88,400,020","88,400,020","89,696,580","89,696,580"
