주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,763","1,923","2,433","2,647","3,598"
영업이익,35,-120,31,70,151
영업이익(발표기준),35,-120,31,70,151
세전계속사업이익,-9,-135,6,56,137
당기순이익,-17,-139,4,53,133
  당기순이익(지배),-17,-139,4,53,133
  당기순이익(비지배),,,,,
자산총계,"1,398","1,395","1,465","1,928","2,720"
부채총계,705,839,888,"1,336","1,936"
자본총계,693,556,577,592,784
  자본총계(지배),693,556,577,592,784
  자본총계(비지배),,,,,
자본금,386,331,399,375,409
영업활동현금흐름,21,-44,211,-71,-293
투자활동현금흐름,102,-80,-12,-21,2
재무활동현금흐름,-138,124,-158,83,400
CAPEX,57,183,19,14,29
FCF,-36,-226,192,-84,-322
이자발생부채,488,648,563,641,"1,141"
영업이익률,1.99,-6.22,1.29,2.63,4.21
순이익률,-0.98,-7.25,0.18,2.01,3.69
ROE(%),-2.47,-22.34,0.78,9.11,19.31
ROA(%),-1.15,-9.98,0.31,3.14,5.72
부채비율,101.76,151.03,153.90,225.66,247.01
자본유보율,85.63,61.54,44.94,58.16,92.17
EPS(원),-22,-181,6,69,172
PER(배),N/A,N/A,360.27,49.44,13.94
BPS(원),898,720,748,767,"1,016"
PBR(배),2.45,3.60,2.74,4.44,2.36
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"77,124,820","77,124,820","77,124,820","77,124,820","77,124,820"
