주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"29,450","27,745","24,513","25,936","35,095","42,587","42,536","43,595"
영업이익,"2,411","1,075",411,"1,212","3,141","2,641","2,454","2,509"
영업이익(발표기준),"2,411","1,075",411,"1,212","3,141",,,
세전계속사업이익,"2,048",874,263,990,"3,068","2,426","2,249","2,299"
당기순이익,"1,507",621,176,719,"2,434","1,794","1,682","1,712"
  당기순이익(지배),"1,506",620,176,719,"2,433","1,792","1,680","1,710"
  당기순이익(비지배),1,1,0,0,1,,,
자산총계,"27,295","26,681","25,625","25,520","31,483","33,860","34,778","35,991"
부채총계,"14,204","12,888","11,787","11,056","14,626","15,464","14,922","14,547"
자본총계,"13,091","13,793","13,838","14,464","16,856","18,397","19,856","21,444"
  자본총계(지배),"13,071","13,772","13,818","14,444","16,835","18,374","19,829","21,417"
  자본총계(비지배),21,,20,20,21,,,
자본금,"1,401","1,401","1,401","1,401","1,401","1,400","1,400","1,400"
영업활동현금흐름,"1,374",812,"2,017","1,145",-195,"1,452","2,482","2,611"
투자활동현금흐름,-877,-751,-568,-538,"-1,142",-903,-967,"-1,075"
재무활동현금흐름,-565,-85,"-1,359",-464,"1,721",14,-832,-905
CAPEX,818,738,612,500,910,837,874,946
FCF,556,74,"1,404",645,"-1,105",278,"1,328","1,309"
이자발생부채,"9,243","9,253","8,200","7,537","9,420",,,
영업이익률,8.19,3.88,1.68,4.67,8.95,6.20,5.77,5.76
순이익률,5.12,2.24,0.72,2.77,6.93,4.21,3.95,3.93
ROE(%),11.86,4.62,1.28,5.09,15.56,10.18,8.80,8.29
ROA(%),5.54,2.30,0.67,2.81,8.54,5.49,4.90,4.84
부채비율,108.50,93.44,85.18,76.44,86.77,84.06,75.15,67.84
자본유보율,840.26,882.96,875.74,931.30,"1,090.58",,,
EPS(원),"5,372","2,212",629,"2,565","8,682","6,393","5,995","6,102"
PER(배),8.84,12.36,37.86,10.89,3.59,4.66,4.97,4.88
BPS(원),"46,660","49,164","49,327","51,561","60,099","67,269","72,597","78,408"
PBR(배),1.02,0.56,0.48,0.54,0.52,0.44,0.41,0.38
현금DPS(원),800,600,400,600,"1,000",908,908,890
현금배당수익률,1.68,2.19,1.68,2.15,3.21,3.05,3.05,2.99
현금배당성향(%),14.88,27.11,63.60,23.38,11.51,14.21,15.15,14.59
발행주식수(보통주),"28,024,278","28,024,278","28,024,278","28,024,278","28,024,278",,,
