주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"32,094","32,665","31,868","30,380","34,720","37,318","39,717","42,110"
영업이익,"1,454",704,688,710,673,632,"1,142","1,318"
영업이익(발표기준),"1,454",704,688,710,673,,,
세전계속사업이익,"1,066",-176,138,-922,186,266,752,932
당기순이익,679,-531,116,-795,127,165,548,680
  당기순이익(지배),679,-531,116,-771,131,177,550,682
  당기순이익(비지배),,,,-23,-4,,,
자산총계,"25,824","25,097","25,656","23,854","25,474","26,386","27,344","28,410"
부채총계,"15,969","15,930","16,496","15,482","16,840","17,623","18,048","18,463"
자본총계,"9,856","9,167","9,160","8,372","8,634","8,764","9,296","9,946"
  자본총계(지배),"9,856","9,167","9,142","8,377","8,635","8,764","9,296","9,942"
  자본총계(비지배),,,18,-5,-1,,,
자본금,500,500,500,500,500,500,500,500
영업활동현금흐름,274,"1,407","3,440","4,639","1,307","1,830","2,197","2,100"
투자활동현금흐름,"-2,531","-2,330","-1,957",-798,"-1,473",-822,-869,-897
재무활동현금흐름,"2,519","1,014","-1,448","-2,024",-819,70,-174,-240
CAPEX,"2,185","2,555","1,844","1,590","1,909",885,960,990
FCF,"-1,911","-1,148","1,595","3,049",-601,-99,214,481
이자발생부채,"10,775","12,029","11,429","9,484","9,772",,,
영업이익률,4.53,2.15,2.16,2.34,1.94,1.69,2.88,3.13
순이익률,2.11,-1.63,0.36,-2.62,0.37,0.44,1.38,1.62
ROE(%),7.06,-5.59,1.26,-8.80,1.54,2.04,6.08,7.08
ROA(%),2.79,-2.09,0.46,-3.21,0.51,0.64,2.04,2.44
부채비율,162.02,173.76,180.09,184.92,195.04,201.10,194.15,185.62
자본유보율,"1,932.69","1,787.72","1,800.10","1,645.22","1,668.16",,,
EPS(원),"6,786","-5,313","1,156","-7,712","1,309","1,770","5,495","6,815"
PER(배),14.31,N/A,47.30,N/A,46.98,29.27,9.43,7.60
BPS(원),"98,758","91,861","91,606","83,945","86,527","87,813","93,149","99,617"
PBR(배),0.98,0.62,0.60,0.93,0.71,0.59,0.56,0.52
현금DPS(원),"1,800",250,250,300,300,300,300,300
현금배당수익률,1.85,0.44,0.46,0.38,0.49,0.58,0.58,0.58
현금배당성향(%),26.55,-4.79,22.02,-3.95,23.27,15.20,4.90,3.95
발행주식수(보통주),"8,967,670","8,967,670","8,967,670","8,967,670","8,967,670",,,
