주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,461,454,509,533,565
영업이익,-15,-8,-20,-26,-38
영업이익(발표기준),-15,-8,-20,-26,-38
세전계속사업이익,-165,-10,-31,166,98
당기순이익,-169,-12,-35,189,92
  당기순이익(지배),-164,-12,-83,113,81
  당기순이익(비지배),-5,,48,77,10
자산총계,"1,572","2,171","3,653","6,153","6,146"
부채총계,804,666,176,170,174
자본총계,768,"1,505","3,476","5,984","5,972"
  자본총계(지배),768,"1,505","2,463","5,054","5,079"
  자본총계(비지배),,,"1,013",930,892
자본금,423,539,"1,208","1,993","1,993"
영업활동현금흐름,-89,13,7,81,-62
투자활동현금흐름,-339,-581,-705,"-1,953",-232
재무활동현금흐름,405,546,784,"2,217",-4
CAPEX,21,10,21,10,8
FCF,-110,3,-14,71,-70
이자발생부채,517,380,39,30,25
영업이익률,-3.16,-1.82,-3.85,-4.89,-6.73
순이익률,-36.64,-2.68,-6.81,35.48,16.20
ROE(%),-20.82,-1.07,-4.19,2.99,1.60
ROA(%),-11.82,-0.65,-1.19,3.86,1.49
부채비율,104.68,44.22,5.08,2.83,2.92
자본유보율,83.63,175.53,102.53,149.33,153.85
EPS(원),-137,-8,-43,35,20
PER(배),N/A,N/A,N/A,38.01,44.52
BPS(원),622,956,919,"1,268","1,274"
PBR(배),5.17,1.96,1.40,1.04,0.71
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"123,522,847","157,462,891","268,039,837","398,575,767","398,575,767"
