주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,42,48,76,47,61
영업이익,18,23,47,21,34
영업이익(발표기준),18,23,47,21,34
세전계속사업이익,7,12,34,6,17
당기순이익,6,9,27,12,21
  당기순이익(지배),6,9,27,12,21
  당기순이익(비지배),,,,,
자산총계,801,804,"1,088","1,080","1,098"
부채총계,384,385,650,644,648
자본총계,418,419,438,436,450
  자본총계(지배),418,419,438,436,450
  자본총계(비지배),,,,,
자본금,391,391,391,391,391
영업활동현금흐름,17,16,76,19,32
투자활동현금흐름,-24,-63,-341,-5,-23
재무활동현금흐름,-59,-7,239,-15,-14
CAPEX,23,11,15,0,0
FCF,-5,5,61,19,32
이자발생부채,380,378,633,622,627
영업이익률,42.14,47.46,61.59,44.99,55.08
순이익률,14.20,18.79,35.69,25.08,35.18
ROE(%),1.43,2.16,6.36,2.72,4.85
ROA(%),0.73,1.13,2.88,1.10,1.97
부채비율,91.87,91.77,148.45,147.54,144.08
자본유보율,6.71,7.50,12.83,12.50,14.99
EPS(원),77,116,348,152,274
PER(배),50.79,26.98,8.98,19.31,17.31
BPS(원),"5,335","5,357","5,597","5,576","5,745"
PBR(배),0.73,0.58,0.56,0.53,0.83
현금DPS(원),76,82,168,150,200
현금배당수익률,1.95,2.63,5.37,5.11,4.21
현금배당성향(%),99.22,70.90,48.23,98.71,72.88
발행주식수(보통주),"7,826,815","7,826,815","7,826,815","7,826,815","7,826,815"
