주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"24,534","24,030","29,941","27,920","28,872","36,096","40,758","42,890"
영업이익,"1,079",709,926,367,"-2,173",271,"1,952","2,629"
영업이익(발표기준),"1,079",709,926,367,"-2,173",,,
세전계속사업이익,"7,333","1,175",856,-201,"-2,098",312,"1,968","2,670"
당기순이익,"4,452","1,207",612,-123,"-1,601",248,"1,480","2,032"
  당기순이익(지배),"4,369",850,533,-195,"-1,597",220,"1,420","1,893"
  당기순이익(비지배),82,356,79,72,-4,,,
자산총계,"83,194","34,637","33,806","35,990","38,783","38,747","41,594","44,291"
부채총계,"59,803","11,466","10,267","12,315","16,740","16,308","17,735","18,627"
자본총계,"23,391","23,172","23,540","23,675","22,043","22,440","23,860","25,664"
  자본총계(지배),"22,168","22,896","23,175","23,266","21,637","22,003","23,259","24,789"
  자본총계(비지배),"1,224",,365,409,406,,,
자본금,"1,000","1,997","1,997","1,997","1,997","1,999","1,999","1,999"
영업활동현금흐름,"-6,793","5,185",-724,"2,560",696,-508,"1,551","2,544"
투자활동현금흐름,"7,414",-107,767,826,"-1,333",-518,-608,-522
재무활동현금흐름,"-2,050","-7,977",-852,-32,-706,450,283,-203
CAPEX,654,"4,771",825,822,629,512,496,360
FCF,"-7,448",414,"-1,549","1,738",67,-731,845,"2,108"
이자발생부채,"4,624","2,830","2,305","2,355","1,792",,,
영업이익률,4.40,2.95,3.09,1.31,-7.53,0.75,4.79,6.13
순이익률,18.14,5.02,2.04,-0.44,-5.54,0.69,3.63,4.74
ROE(%),20.05,3.77,2.31,-0.84,-7.11,1.01,6.27,7.88
ROA(%),5.07,2.05,1.79,-0.35,-4.28,0.64,3.69,4.73
부채비율,255.66,49.48,43.61,52.02,75.94,72.67,74.33,72.58
자본유보율,"1,801.36",950.86,964.36,943.80,859.07,,,
EPS(원),"10,939","2,128","1,333",-488,"-3,998",552,"3,554","4,740"
PER(배),3.61,28.19,34.54,N/A,N/A,150.40,23.35,17.51
BPS(원),"55,580","57,405","58,106","58,333","54,249","55,168","58,315","62,153"
PBR(배),0.71,1.05,0.79,0.82,1.29,1.50,1.42,1.34
현금DPS(원),0,700,350,,,228,417,483
현금배당수익률,0.00,1.17,0.76,,,0.28,0.50,0.58
현금배당성향(%),0.00,32.84,26.21,0.00,,41.38,11.72,10.20
발행주식수(보통주),"39,942,149","39,942,149","39,942,149","39,942,149","39,942,149",,,
