주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,471","1,620","1,634","1,738","1,820"
영업이익,-65,-40,37,74,-32
영업이익(발표기준),-65,-40,37,74,-32
세전계속사업이익,-308,-66,20,74,-37
당기순이익,-306,-66,18,70,-38
  당기순이익(지배),-306,-66,18,70,-38
  당기순이익(비지배),,,,,
자산총계,"1,504","1,636","1,642","1,534","1,860"
부채총계,974,846,844,659,"1,019"
자본총계,530,791,798,875,841
  자본총계(지배),530,791,798,875,841
  자본총계(비지배),,,,,
자본금,436,595,595,595,595
영업활동현금흐름,-46,15,-227,203,-328
투자활동현금흐름,9,-115,-26,-19,-55
재무활동현금흐름,59,233,78,-134,334
CAPEX,4,9,50,48,58
FCF,-50,6,-278,154,-386
이자발생부채,482,371,455,322,657
영업이익률,-4.41,-2.46,2.27,4.27,-1.77
순이익률,-20.80,-4.06,1.09,4.05,-2.07
ROE(%),-45.85,-9.96,2.24,8.41,-4.40
ROA(%),-19.74,-4.19,1.09,4.43,-2.22
부채비율,183.91,106.97,105.68,75.28,121.04
자본유보율,21.43,33.00,34.48,47.76,41.46
EPS(원),-318,-66,15,59,-32
PER(배),N/A,N/A,69.50,18.92,N/A
BPS(원),546,665,671,736,708
PBR(배),1.38,2.29,1.55,1.52,1.82
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"97,002,940","118,885,290","118,885,290","118,885,290","118,885,290"
