주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"461,627","542,165","493,069","345,499","468,429","705,539","714,461","746,927"
영업이익,"32,218","21,032","11,136","-24,203","17,542","41,095","34,551","38,760"
영업이익(발표기준),"32,218","21,032","11,136","-24,203","17,542",,,
세전계속사업이익,"32,237","23,875","5,005","-27,584","8,310","36,513","30,754","34,843"
당기순이익,"21,451","16,990",658,"-21,467","5,010","25,783","22,465","25,227"
  당기순이익(지배),"21,038","16,511",-357,"-21,728","3,046","21,853","18,787","22,028"
  당기순이익(비지배),413,479,"1,015",260,"1,964",,,
자산총계,"342,501","358,534","395,345","384,981","495,574","569,218","611,003","655,754"
부채총계,"149,408","166,791","213,213","230,397","299,242","347,677","368,367","388,476"
자본총계,"193,093","191,743","182,132","154,585","196,332","221,540","242,636","267,278"
  자본총계(지배),"180,858","181,226","174,681","145,400","173,234","193,980","212,840","240,511"
  자본총계(비지배),"12,236","10,516","7,451","9,185","23,098",,,
자본금,"4,686","4,686","4,686","4,686","4,686","4,689","4,689","4,689"
영업활동현금흐름,"21,802","16,995","18,258","28,508","-4,830","35,395","45,442","46,796"
투자활동현금흐름,"-10,661","-24,694","-31,668","-41,287","-41,232","-54,446","-50,334","-44,778"
재무활동현금흐름,"-16,707","6,043","16,861","21,447","50,297","25,445","20,692","11,874"
CAPEX,"9,384","12,715","25,766","37,631","31,877","49,674","49,005","37,228"
FCF,"12,418","4,280","-7,508","-9,123","-36,707","-15,803","-2,461","2,083"
이자발생부채,"55,779","80,138","122,921","147,519","174,599",,,
영업이익률,6.98,3.88,2.26,-7.00,3.74,5.83,4.84,5.19
순이익률,4.65,3.13,0.13,-6.21,1.07,3.65,3.14,3.38
ROE(%),11.96,9.12,-0.20,-13.58,1.91,11.90,9.24,9.72
ROA(%),6.42,4.85,0.17,-5.50,1.14,4.84,3.81,3.98
부채비율,77.38,86.99,117.06,149.04,152.42,156.94,151.82,145.35
자본유보율,"3,800.39","3,989.65","3,828.88","3,379.04","3,822.01",,,
EPS(원),"22,449","17,619",-381,"-23,185","3,250","23,319","20,047","23,506"
PER(배),9.11,10.19,N/A,N/A,73.38,8.86,10.30,8.79
BPS(원),"194,069","205,445","198,025","173,957","206,117","228,479","250,694","283,286"
PBR(배),1.05,0.87,0.76,1.09,1.16,0.90,0.82,0.73
현금DPS(원),"8,000","8,000","3,000",0,0,"2,311","2,237","2,255"
현금배당수익률,3.91,4.46,2.00,0.00,0.00,1.12,1.08,1.09
현금배당성향(%),35.44,42.90,-740.62,0.00,0.02,9.78,11.01,9.46
발행주식수(보통주),"92,465,564","92,465,564","92,465,564","92,465,564","92,465,564",,,
