주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,411,470,"2,922","5,965","5,924"
영업이익,-18,0,-259,-92,-828
영업이익(발표기준),7,-7,-238,-92,-828
세전계속사업이익,-8,-29,-432,-284,"-1,765"
당기순이익,-6,-38,-372,-313,"-1,347"
  당기순이익(지배),1,-37,-225,-192,-709
  당기순이익(비지배),-6,-1,-148,-121,-638
자산총계,"2,742","2,655","8,097","8,110","9,208"
부채총계,"1,002","1,005","4,859","5,054","7,374"
자본총계,"1,741","1,649","3,238","3,056","1,833"
  자본총계(지배),"1,727","1,637","1,376","1,227",533
  자본총계(비지배),14,12,"1,862","1,829","1,300"
자본금,105,105,110,115,115
영업활동현금흐름,-22,62,143,82,-305
투자활동현금흐름,-191,-63,214,-247,-489
재무활동현금흐름,9,-8,351,383,"1,281"
CAPEX,21,31,94,181,172
FCF,-43,31,50,-99,-477
이자발생부채,660,674,"2,353","2,628","3,532"
영업이익률,-4.45,0.04,-8.86,-1.54,-13.98
순이익률,-1.35,-8.14,-12.73,-5.24,-22.74
ROE(%),0.05,-2.21,-14.91,-14.74,-80.54
ROA(%),-0.23,-1.42,-6.92,-3.86,-15.56
부채비율,57.55,60.94,150.05,165.37,402.22
자본유보율,"1,541.59","1,455.94","1,163.63",944.98,327.64
EPS(원),7,-322,"-1,946","-1,662","-6,143"
PER(배),"1,999.61",N/A,N/A,N/A,N/A
BPS(원),"15,284","14,496","12,183","10,867","4,723"
PBR(배),0.90,0.87,0.87,1.27,3.13
현금DPS(원),182,182,95,100,100
현금배당수익률,1.31,1.45,0.90,0.72,0.68
현금배당성향(%),"2,775.88",-55.09,-4.79,-5.89,-1.59
발행주식수(보통주),"11,540,400","11,540,400","11,540,400","11,540,400","11,540,400"
