주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,524","5,347","6,989","6,804","7,508"
영업이익,198,133,215,-479,204
영업이익(발표기준),198,133,215,-479,204
세전계속사업이익,176,224,214,-686,172
당기순이익,94,188,143,-789,98
  당기순이익(지배),51,128,82,-370,27
  당기순이익(비지배),42,60,62,-419,71
자산총계,"5,199","6,708","8,161","7,761","9,066"
부채총계,"2,718","3,841","5,218","5,461","6,466"
자본총계,"2,482","2,867","2,944","2,300","2,600"
  자본총계(지배),"1,621","1,748","1,794","1,532","1,606"
  자본총계(비지배),860,,"1,150",768,994
자본금,112,112,112,112,112
영업활동현금흐름,146,14,954,-640,968
투자활동현금흐름,274,-114,-368,-586,-238
재무활동현금흐름,-171,216,27,709,46
CAPEX,113,224,506,575,250
FCF,33,-211,449,"-1,214",718
이자발생부채,788,"1,133","1,424","2,189","2,177"
영업이익률,5.60,2.48,3.08,-7.04,2.72
순이익률,2.66,3.51,2.05,-11.60,1.30
ROE(%),3.21,7.60,4.61,-22.24,1.73
ROA(%),1.91,3.15,1.93,-9.91,1.16
부채비율,109.51,133.96,177.26,237.38,248.74
자본유보율,"1,347.76","1,429.94","1,475.83","1,124.57","1,138.75"
EPS(원),229,571,364,"-1,649",121
PER(배),22.73,6.52,13.23,N/A,37.08
BPS(원),"7,327","7,902","8,108","6,925","7,257"
PBR(배),0.71,0.47,0.59,0.75,0.62
현금DPS(원),110,80,60,40,70
현금배당수익률,2.12,2.15,1.24,0.77,1.56
현금배당성향(%),47.42,13.82,16.25,-2.39,57.20
발행주식수(보통주),"22,434,980","22,434,980","22,434,980","22,434,980","22,434,980"
