주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"21,262","22,468","23,597","25,959","27,390","29,218","30,457","32,220"
영업이익,"1,461","1,517","1,483","1,984","1,666","1,839","1,953","2,062"
영업이익(발표기준),"1,461","1,517","1,483","1,984","1,666",,,
세전계속사업이익,"1,803","2,018","1,420","1,770","1,629","1,875","1,995","2,135"
당기순이익,"1,324","1,608",998,"1,104","1,300","1,434","1,529","1,602"
  당기순이익(지배),"1,313","1,600",968,"1,063","1,294","1,432","1,527","1,595"
  당기순이익(비지배),11,9,30,41,6,,,
자산총계,"17,217","20,635","21,521","23,393","26,058","25,662","26,378","27,037"
부채총계,"5,701","7,878","8,056","8,974","10,674","9,146","8,658","8,017"
자본총계,"11,516","12,757","13,465","14,419","15,385","16,515","17,720","19,020"
  자본총계(지배),"10,980","12,080","12,776","14,014","15,052","16,180","17,378","18,668"
  자본총계(비지배),536,,688,405,333,,,
자본금,172,180,180,184,184,182,182,184
영업활동현금흐름,"1,086","1,969","1,793",920,"1,498","2,727","2,552","2,340"
투자활동현금흐름,-846,"-2,719","-1,373","-1,925","-1,312","-1,202","-1,246",-805
재무활동현금흐름,-499,699,-568,663,"1,166","-2,180","-1,066",-476
CAPEX,777,"2,011","2,830","1,093","1,019","1,058","1,060","1,102"
FCF,309,-42,"-1,037",-173,479,"1,219","1,285","1,238"
이자발생부채,"1,200","2,711","2,897","3,969","5,739",,,
영업이익률,6.87,6.75,6.28,7.65,6.08,6.29,6.41,6.40
순이익률,6.23,7.16,4.23,4.25,4.75,4.91,5.02,4.97
ROE(%),12.34,13.87,7.79,7.93,8.91,9.17,9.10,8.85
ROA(%),7.99,8.50,4.73,4.92,5.26,5.55,5.88,6.00
부채비율,49.51,61.76,59.83,62.23,69.38,55.38,48.86,42.15
자본유보율,"6,478.79","7,722.83","8,116.36","8,657.41","9,216.01",,,
EPS(원),"38,161","45,925","26,861","29,291","35,243","39,007","41,585","43,437"
PER(배),21.12,15.76,20.63,19.70,12.94,11.63,10.91,10.44
BPS(원),"326,055","356,097","376,620","412,100","442,610","475,806","511,005","548,953"
PBR(배),2.47,2.03,1.47,1.40,1.03,0.95,0.89,0.83
현금DPS(원),"7,000","7,500","7,500","8,000","8,000","8,150","8,250","8,000"
현금배당수익률,0.87,1.04,1.35,1.39,1.75,1.80,1.82,1.76
현금배당성향(%),17.96,15.91,26.27,25.60,21.02,20.89,19.84,18.42
발행주식수(보통주),"3,440,000","3,605,237","3,605,237","3,671,981","3,671,981",,,
