주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,950","4,021","3,882","4,841","4,759"
영업이익,122,113,130,168,203
영업이익(발표기준),122,113,130,168,203
세전계속사업이익,118,91,139,162,192
당기순이익,95,75,108,127,144
  당기순이익(지배),95,75,108,127,144
  당기순이익(비지배),,,,,
자산총계,"1,475","1,214","1,593","1,617","2,414"
부채총계,851,736,"1,076","1,123","1,381"
자본총계,624,478,517,494,"1,033"
  자본총계(지배),624,478,517,494,"1,033"
  자본총계(비지배),,,,,
자본금,62,62,62,62,62
영업활동현금흐름,45,204,182,428,318
투자활동현금흐름,-114,-57,-111,-92,-116
재무활동현금흐름,7,-142,-78,-306,-233
CAPEX,74,60,77,67,102
FCF,-30,143,105,360,216
이자발생부채,234,161,543,471,526
영업이익률,3.09,2.82,3.36,3.47,4.26
순이익률,2.41,1.87,2.79,2.63,3.02
ROE(%),16.48,13.65,21.77,25.21,18.84
ROA(%),7.06,5.60,7.71,7.94,7.14
부채비율,136.22,154.15,208.04,227.16,133.65
자본유보율,740.17,721.95,738.27,716.59,768.93
EPS(원),766,605,871,"1,026","1,158"
PER(배),16.44,17.18,19.16,22.62,17.28
BPS(원),"5,150","3,959","4,292","4,150","8,676"
PBR(배),2.45,2.63,3.89,5.59,2.31
현금DPS(원),500,500,500,750,750
현금배당수익률,3.97,4.81,2.99,3.23,3.75
현금배당성향(%),63.71,80.25,55.68,70.19,62.10
발행주식수(보통주),"11,558,200","11,558,200","11,558,200","11,558,200","11,558,200"
