주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,799,891,951,966,"1,099"
영업이익,60,50,12,-7,-50
영업이익(발표기준),60,50,12,-7,-50
세전계속사업이익,61,39,4,112,419
당기순이익,44,45,2,91,324
  당기순이익(지배),43,45,3,92,325
  당기순이익(비지배),1,0,-1,-1,-1
자산총계,685,982,"1,000","1,355","2,203"
부채총계,174,413,438,520,934
자본총계,511,568,562,836,"1,269"
  자본총계(지배),510,567,561,835,"1,269"
  자본총계(비지배),1,,1,0,0
자본금,56,58,58,74,76
영업활동현금흐름,18,42,25,27,78
투자활동현금흐름,-20,-93,-110,-77,-304
재무활동현금흐름,-1,223,-26,196,303
CAPEX,15,9,62,43,308
FCF,3,33,-36,-17,-230
이자발생부채,2,193,198,214,480
영업이익률,7.52,5.60,1.25,-0.69,-4.59
순이익률,5.55,5.05,0.25,9.44,29.50
ROE(%),9.88,8.29,0.53,13.21,30.85
ROA(%),6.68,5.39,0.24,7.75,18.22
부채비율,34.13,72.73,77.85,62.19,73.58
자본유보율,799.59,895.51,888.84,"1,080.83","1,555.45"
EPS(원),393,389,26,673,"2,200"
PER(배),29.12,19.04,244.35,16.79,4.77
BPS(원),"4,533","4,922","4,818","5,693","8,356"
PBR(배),2.53,1.50,1.32,1.98,1.26
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"11,288,324","11,570,324","11,686,025","14,712,933","15,233,413"
