주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"16,415","12,997","13,049","15,509","14,753","14,588","16,969","17,464"
영업이익,"1,495",599,677,898,786,772,"1,060","1,097"
영업이익(발표기준),"1,495",599,677,898,786,,,
세전계속사업이익,753,86,19,"1,274",745,781,978,992
당기순이익,466,-121,27,"1,099",999,728,745,758
  당기순이익(지배),464,-122,25,"1,099",984,722,736,745
  당기순이익(비지배),2,1,2,0,16,,,
자산총계,"22,141","17,938","15,882","16,536","15,214","15,470","16,704","17,212"
부채총계,"18,215","15,281","13,271","12,794","11,048","10,775","11,397","11,298"
자본총계,"3,926","2,657","2,611","3,742","4,165","4,694","5,307","5,914"
  자본총계(지배),"3,827","2,554","2,611","3,673","4,165","4,685","5,293","5,899"
  자본총계(비지배),100,,0,68,0,,,
자본금,"2,333","2,452","2,452","2,452","2,452","2,450","2,439","2,421"
영업활동현금흐름,770,"1,337","-1,296","-1,882",-378,"1,204",666,564
투자활동현금흐름,"-2,706","3,426","1,214","1,384","2,254",228,-10,394
재무활동현금흐름,"1,536","-4,218",-83,632,"-1,850",-277,-248,-268
CAPEX,"1,865","2,429",13,37,5,261,228,210
FCF,"-1,095","-1,091","-1,308","-1,919",-383,400,290,-110
이자발생부채,"7,969","3,716","5,705","6,761","5,698",,,
영업이익률,9.11,4.61,5.19,5.79,5.33,5.29,6.25,6.28
순이익률,2.84,-0.93,0.21,7.09,6.77,4.99,4.39,4.34
ROE(%),12.80,-3.82,0.97,34.98,25.10,16.31,14.76,13.31
ROA(%),2.17,-0.60,0.16,6.78,6.30,4.74,4.63,4.47
부채비율,463.91,575.20,508.34,341.91,265.25,229.53,214.76,191.05
자본유보율,62.93,4.71,7.79,51.87,69.82,,,
EPS(원),994,-254,51,"2,240","2,022","1,529","1,560","1,577"
PER(배),4.10,N/A,58.86,2.19,2.67,3.32,3.25,3.21
BPS(원),"8,382","5,316","5,435","7,648","8,978","10,099","11,410","12,715"
PBR(배),0.49,0.81,0.55,0.64,0.60,0.50,0.44,0.40
현금DPS(원),100,0,0,100,100,95,95,67
현금배당수익률,2.45,0.00,0.00,2.04,1.85,1.87,1.87,1.31
현금배당성향(%),84.11,0.00,0.00,25.90,9.17,4.98,4.88,3.39
발행주식수(보통주),"36,494,942","38,874,942","38,874,942","38,874,942","37,858,601",,,
