주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,565,708,621,616,553
영업이익,9,11,4,7,-36
영업이익(발표기준),9,11,4,7,-36
세전계속사업이익,2,6,-20,-25,-58
당기순이익,2,6,-20,-25,-58
  당기순이익(지배),2,6,-20,-25,-58
  당기순이익(비지배),,,,,
자산총계,769,774,760,748,723
부채총계,502,499,510,464,463
자본총계,267,275,250,284,260
  자본총계(지배),267,275,250,284,260
  자본총계(비지배),,,,,
자본금,340,340,340,364,375
영업활동현금흐름,37,58,45,62,16
투자활동현금흐름,-100,-61,-57,-39,-21
재무활동현금흐름,107,-8,6,-29,24
CAPEX,98,41,33,33,44
FCF,-61,17,12,29,-28
이자발생부채,349,344,353,312,311
영업이익률,1.60,1.52,0.58,1.21,-6.57
순이익률,0.34,0.88,-3.23,-4.06,-10.45
ROE(%),0.71,2.30,-7.65,-9.36,-21.25
ROA(%),0.27,0.81,-2.62,-3.31,-7.86
부채비율,187.92,181.01,204.33,163.52,177.81
자본유보율,-21.37,-18.90,-26.50,-22.14,-30.54
EPS(원),1,2,-6,-7,-16
PER(배),460.31,96.44,N/A,N/A,N/A
BPS(원),79,81,74,78,69
PBR(배),3.27,2.18,2.39,3.02,4.75
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"337,410,000","337,410,000","337,410,000","362,085,308","372,316,535"
