주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"5,283","5,899","6,174","7,133","8,415","11,922","14,080","15,548"
영업이익,-19,-54,137,291,353,"1,088","1,340","1,469"
영업이익(발표기준),-19,-54,137,291,353,,,
세전계속사업이익,-239,-138,27,59,341,"1,110","1,327","1,450"
당기순이익,-226,-228,52,64,395,940,"1,108","1,182"
  당기순이익(지배),-223,-75,45,35,269,940,"1,108","1,182"
  당기순이익(비지배),-3,-153,7,29,126,,,
자산총계,"5,366","5,815","6,286","6,569","7,074","9,151","10,645","12,027"
부채총계,"4,279","4,773","4,815","4,861","4,582","5,749","6,164","6,393"
자본총계,"1,088","1,043","1,471","1,707","2,492","3,402","4,481","5,634"
  자본총계(지배),610,665,"1,111","1,260","2,503","3,413","4,492","5,645"
  자본총계(비지배),,,360,448,-11,,,
자본금,327,327,630,675,758,758,758,758
영업활동현금흐름,212,207,163,556,366,571,935,"1,113"
투자활동현금흐름,-133,-107,-404,-127,-406,-52,-131,-321
재무활동현금흐름,-82,-101,525,-151,-567,54,-282,-254
CAPEX,108,139,128,153,407,0,100,300
FCF,104,68,34,404,-42,351,721,744
이자발생부채,"2,061","1,969","2,206","2,012","1,967",,,
영업이익률,-0.36,-0.92,2.22,4.08,4.19,9.13,9.52,9.45
순이익률,-4.28,-3.86,0.85,0.90,4.70,7.89,7.87,7.60
ROE(%),-30.72,-11.73,5.07,2.98,14.28,31.78,28.03,23.32
ROA(%),-4.12,-4.07,0.86,1.00,5.79,11.59,11.19,10.43
부채비율,393.38,457.77,327.31,284.73,183.88,168.99,137.56,113.47
자본유보율,85.61,53.06,123.88,131.37,184.17,,,
EPS(원),-283,-95,54,28,189,618,727,776
PER(배),N/A,N/A,24.11,56.19,9.33,5.85,4.97,4.66
BPS(원),773,842,903,961,"1,714","2,324","3,059","3,844"
PBR(배),1.75,1.79,1.43,1.64,1.03,1.56,1.18,0.94
현금DPS(원),12,8,0,0,20,20,20,20
현금배당수익률,0.92,0.55,0.00,0.00,1.13,0.55,0.55,0.55
현금배당성향(%),-4.39,-6.57,0.00,0.00,10.87,3.24,2.75,2.58
발행주식수(보통주),"78,956,148","78,956,148","126,004,610","134,954,490","151,529,572",,,
