주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"21,957","22,720","23,815","23,112","25,189","27,004","28,636","30,799"
영업이익,528,402,306,460,385,572,650,593
영업이익(발표기준),528,402,306,460,385,,,
세전계속사업이익,517,245,69,180,135,382,446,496
당기순이익,304,110,-75,118,3,268,313,376
  당기순이익(지배),385,218,35,163,134,358,398,506
  당기순이익(비지배),-81,-109,-110,-44,-131,,,
자산총계,"11,030","12,169","14,846","16,936","19,694","20,185","20,739","21,381"
부채총계,"7,272","7,713","10,215","11,806","13,796","14,064","14,349","14,653"
자본총계,"3,758","4,457","4,631","5,129","5,898","6,121","6,390","6,728"
  자본총계(지배),"2,678","3,367","3,970","4,501","4,666","4,815","5,002","5,239"
  자본총계(비지배),"1,080",,661,629,"1,232",,,
자본금,190,211,211,211,211,211,211,211
영업활동현금흐름,626,593,854,"1,040","1,185","1,660","1,601","1,594"
투자활동현금흐름,-950,"-1,365",-677,"-2,708","-2,139",-812,-812,-813
재무활동현금흐름,192,"1,071",-7,"1,455","1,171",-52,-38,-38
CAPEX,"1,035",914,"1,244","1,455","2,171",800,800,800
FCF,-408,-321,-390,-416,-986,,,
이자발생부채,"3,691","4,098","6,436","8,282","9,811",,,
영업이익률,2.40,1.77,1.28,1.99,1.53,2.12,2.27,1.93
순이익률,1.39,0.48,-0.32,0.51,0.01,0.99,1.09,1.22
ROE(%),14.59,7.23,0.95,3.84,2.91,7.55,8.11,9.88
ROA(%),2.81,0.95,-0.56,0.75,0.02,1.34,1.53,1.79
부채비율,193.49,173.05,220.57,230.17,233.91,229.77,224.55,217.79
자본유보율,"1,344.68","1,507.77","1,438.84","1,513.14","1,563.56",,,
EPS(원),"1,011",530,83,386,317,849,944,"1,200"
PER(배),17.01,15.03,135.73,42.84,54.60,18.37,16.52,13.00
BPS(원),"7,192","8,156","9,619","10,897","11,434","11,800","12,258","12,839"
PBR(배),2.39,0.98,1.17,1.52,1.51,1.32,1.27,1.22
현금DPS(원),115,102,102,102,102,102,102,102
현금배당수익률,0.67,1.28,0.91,0.62,0.59,0.65,0.65,0.65
현금배당성향(%),11.15,23.79,108.79,31.95,38.56,10.86,9.77,7.68
발행주식수(보통주),"38,090,950","38,090,950","38,090,950","38,120,539","38,120,542",,,
