주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,730","5,261","5,119","5,764","5,538"
영업이익,555,785,653,761,655
영업이익(발표기준),555,785,653,761,655
세전계속사업이익,751,"2,883",843,831,847
당기순이익,850,"2,124",570,574,638
  당기순이익(지배),734,"1,965",487,479,522
  당기순이익(비지배),117,159,84,95,115
자산총계,"3,761","5,744","6,805","8,734","9,645"
부채총계,"1,285","1,581","1,732","2,144","2,172"
자본총계,"2,477","4,164","5,073","6,590","7,473"
  자본총계(지배),"2,127","3,667","4,498","5,925","6,695"
  자본총계(비지배),350,496,575,665,778
자본금,68,68,68,68,68
영업활동현금흐름,562,596,311,462,109
투자활동현금흐름,-470,-236,526,-401,-479
재무활동현금흐름,-112,0,-55,-44,78
CAPEX,251,229,103,205,266
FCF,310,367,208,257,-157
이자발생부채,76,102,176,190,355
영업이익률,9.69,14.92,12.75,13.20,11.82
순이익률,14.84,40.38,11.14,9.96,11.51
ROE(%),27.73,67.82,11.92,9.19,8.28
ROA(%),20.03,44.69,9.09,7.39,6.94
부채비율,51.87,37.96,34.14,32.54,29.07
자본유보율,"5,287.61","5,951.72","6,629.59","7,615.26","8,326.56"
EPS(원),"2,439","14,496","3,591","3,534","3,854"
PER(배),10.13,0.81,5.19,7.82,5.93
BPS(원),"17,092","29,472","36,144","47,636","53,832"
PBR(배),1.45,0.40,0.52,0.58,0.42
현금DPS(원),180,220,250,300,300
현금배당수익률,0.73,1.87,1.34,1.08,1.31
현금배당성향(%),3.05,1.39,6.39,7.79,7.14
발행주식수(보통주),"13,554,044","13,554,044","13,554,044","13,554,044","13,554,044"
