주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,108","1,077","1,142",869,"1,173"
영업이익,57,22,49,30,32
영업이익(발표기준),57,22,49,30,32
세전계속사업이익,227,517,204,235,296
당기순이익,204,442,225,162,244
  당기순이익(지배),204,442,225,162,244
  당기순이익(비지배),,,,,
자산총계,"5,589","5,835","6,094","7,223","9,078"
부채총계,901,850,760,"1,151","1,658"
자본총계,"4,688","4,985","5,334","6,072","7,420"
  자본총계(지배),"4,688","4,985","5,334","6,072","7,420"
  자본총계(비지배),,,,,
자본금,66,66,66,66,66
영업활동현금흐름,55,37,92,132,-32
투자활동현금흐름,35,62,60,115,40
재무활동현금흐름,-94,-90,-155,140,23
CAPEX,35,13,10,23,40
FCF,20,24,82,110,-72
이자발생부채,282,208,119,44,75
영업이익률,5.19,2.06,4.27,3.45,2.69
순이익률,18.41,41.10,19.71,18.65,20.77
ROE(%),4.70,9.15,4.37,2.84,3.61
ROA(%),3.91,7.75,3.78,2.43,2.99
부채비율,19.22,17.05,14.24,18.95,22.34
자본유보율,"5,374.98","6,051.64","6,382.75","6,841.83","7,199.14"
EPS(원),"15,370","33,318","16,958","12,201","18,356"
PER(배),7.45,3.17,5.28,8.36,6.76
BPS(원),"417,377","443,749","474,854","540,554","660,594"
PBR(배),0.27,0.24,0.19,0.19,0.19
현금DPS(원),825,750,410,410,750
현금배당수익률,0.72,0.71,0.46,0.40,0.60
현금배당성향(%),4.54,1.90,2.05,2.84,3.46
발행주식수(보통주),"1,328,000","1,328,000","1,328,000","1,328,000","1,328,000"
