주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"3,782","3,971","3,489","2,145","1,746"
영업이익,158,172,97,108,140
영업이익(발표기준),158,172,97,108,140
세전계속사업이익,249,174,-58,108,132
당기순이익,194,126,-56,78,98
  당기순이익(지배),194,126,-56,78,98
  당기순이익(비지배),,,,,
자산총계,"3,594","3,803","3,481","3,116","3,369"
부채총계,"1,498","1,606","1,438","1,008","1,069"
자본총계,"2,095","2,197","2,043","2,108","2,300"
  자본총계(지배),"2,095","2,197","2,043","2,108","2,300"
  자본총계(비지배),,,,,
자본금,172,172,172,172,172
영업활동현금흐름,-22,36,346,318,130
투자활동현금흐름,53,-20,-113,-13,-118
재무활동현금흐름,-10,9,-79,-316,-126
CAPEX,15,7,4,3,123
FCF,-38,29,342,315,7
이자발생부채,"1,032","1,053","1,003",687,567
영업이익률,4.18,4.32,2.79,5.03,8.02
순이익률,5.12,3.18,-1.62,3.66,5.64
ROE(%),9.85,5.88,-2.66,3.78,4.46
ROA(%),5.67,3.41,-1.55,2.38,3.03
부채비율,71.52,73.11,70.43,47.82,46.49
자본유보율,"1,091.03","1,155.92","1,112.04","1,158.43","1,217.39"
EPS(원),"1,124",733,-328,455,572
PER(배),5.50,8.65,N/A,13.22,9.71
BPS(원),"12,168","12,758","11,862","12,244","13,357"
PBR(배),0.51,0.50,0.45,0.49,0.42
현금DPS(원),70,70,0,0,60
현금배당수익률,1.13,1.10,0.00,0.00,1.08
현금배당성향(%),6.23,9.55,0.00,0.00,10.50
발행주식수(보통주),"17,218,543","17,218,543","17,218,543","17,218,543","17,218,543"
