주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"12,075","12,786","13,201","12,403","13,329","14,102","14,886","15,970"
영업이익,298,274,222,77,293,320,375,450
영업이익(발표기준),298,274,222,77,293,,,
세전계속사업이익,253,135,46,-268,46,111,193,70
당기순이익,206,85,44,-220,24,112,146,60
  당기순이익(지배),206,85,44,-220,24,95,146,60
  당기순이익(비지배),,,,,,,,
자산총계,"5,954","6,250","7,333","8,872","8,795","8,891","9,061","9,030"
부채총계,"2,803","3,081","4,182","6,039","5,947","5,969","6,023","6,270"
자본총계,"3,151","3,169","3,151","2,833","2,848","2,922","3,038","2,760"
  자본총계(지배),"3,151","3,169","3,151","2,833","2,848","3,003","3,192",
  자본총계(비지배),,,,,,,,
자본금,194,194,194,194,194,191,191,190
영업활동현금흐름,836,300,288,628,728,678,750,640
투자활동현금흐름,-406,-827,-633,-339,-268,-416,-481,-660
재무활동현금흐름,61,79,518,-313,-220,-83,-120,-30
CAPEX,471,822,693,330,407,445,450,550
FCF,365,-522,-405,298,321,188,239,60
이자발생부채,"1,335","1,444","2,634","4,569","4,276",,,
영업이익률,2.47,2.14,1.68,0.62,2.20,2.27,2.52,2.82
순이익률,1.71,0.67,0.33,-1.77,0.18,0.80,0.98,0.38
ROE(%),6.73,2.69,1.38,-7.35,0.85,3.26,4.72,
ROA(%),3.58,1.40,0.64,-2.71,0.27,1.27,1.63,0.66
부채비율,88.97,97.21,132.71,213.19,208.78,204.29,198.23,227.17
자본유보율,"1,537.17","1,546.61","1,538.94","1,381.96","1,380.33",,,
EPS(원),"5,323","2,198","1,124","-5,677",624,"2,462","3,779","1,549"
PER(배),24.89,38.85,62.54,N/A,131.22,27.46,17.89,43.63
BPS(원),"81,364","81,839","81,373","73,156","73,553","77,551","82,445",
PBR(배),1.63,1.04,0.86,0.89,1.11,0.87,0.82,
현금DPS(원),750,750,750,750,750,767,767,750
현금배당수익률,0.57,0.88,1.07,1.15,0.92,1.13,1.13,1.11
현금배당성향(%),14.09,34.12,66.72,-13.21,120.15,31.14,20.29,48.41
발행주식수(보통주),"3,872,480","3,872,480","3,872,480","3,872,480","3,872,480",,,
