주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"8,273","8,131","8,498","8,640","9,260"
영업이익,37,78,518,650,453
영업이익(발표기준),37,78,518,650,453
세전계속사업이익,14,29,353,553,536
당기순이익,-59,-48,250,372,424
  당기순이익(지배),98,-32,56,67,179
  당기순이익(비지배),-157,-16,194,305,245
자산총계,"8,547","8,081","8,505","7,979","8,188"
부채총계,"4,368","4,074","4,321","3,707","3,618"
자본총계,"4,178","4,007","4,184","4,272","4,570"
  자본총계(지배),"2,956","2,828","2,817","2,766","3,468"
  자본총계(비지배),"1,222","1,179","1,368","1,506","1,102"
자본금,454,454,454,440,497
영업활동현금흐름,472,477,456,"1,228",-163
투자활동현금흐름,-363,-189,-78,-308,316
재무활동현금흐름,-32,-404,-58,-964,-296
CAPEX,488,177,229,200,177
FCF,-16,300,226,"1,028",-340
이자발생부채,"2,637","2,348","2,470","1,777","1,588"
영업이익률,0.44,0.96,6.10,7.52,4.89
순이익률,-0.72,-0.59,2.94,4.30,4.58
ROE(%),3.32,-1.11,2.00,2.39,5.75
ROA(%),-0.69,-0.58,3.02,4.51,5.24
부채비율,104.55,101.69,103.27,86.78,79.17
자본유보율,580.39,563.11,559.87,570.58,591.13
EPS(원),216,-71,124,150,371
PER(배),25.98,N/A,42.10,32.95,12.92
BPS(원),"6,719","6,428","6,403","6,288","6,992"
PBR(배),0.83,0.80,0.82,0.79,0.69
현금DPS(원),200,200,200,250,200
현금배당수익률,3.57,3.90,3.83,5.06,4.17
현금배당성향(%),89.67,-273.32,156.15,164.81,55.38
발행주식수(보통주),"45,444,970","45,444,970","45,444,970","43,993,012","49,689,728"
