주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"15,082","14,013","15,121","14,358","14,041"
영업이익,606,726,"1,263","1,271","1,256"
영업이익(발표기준),606,726,"1,263","1,271","1,256"
세전계속사업이익,303,"1,031","1,460","1,025","2,071"
당기순이익,259,737,"1,245",779,"1,518"
  당기순이익(지배),68,274,625,374,772
  당기순이익(비지배),191,463,620,405,746
자산총계,"21,462","21,138","22,367","22,705","23,723"
부채총계,"6,269","6,106","6,107","6,530","5,922"
자본총계,"15,193","15,033","16,259","16,175","17,801"
  자본총계(지배),"5,997","6,586","7,662","8,533","9,501"
  자본총계(비지배),"9,196","8,447","8,598","7,642","8,300"
자본금,81,84,84,84,84
영업활동현금흐름,"1,042","1,289",892,"2,613",900
투자활동현금흐름,-876,"-1,813",274,"-1,736",-607
재무활동현금흐름,-315,-913,-104,-886,-555
CAPEX,185,309,341,295,366
FCF,857,980,551,"2,318",534
이자발생부채,67,66,15,19,30
영업이익률,4.02,5.18,8.35,8.85,8.94
순이익률,1.71,5.26,8.23,5.42,10.81
ROE(%),1.14,4.36,8.78,4.62,8.56
ROA(%),1.19,3.46,5.72,3.46,6.54
부채비율,41.26,40.62,37.56,40.37,33.27
자본유보율,"7,314.57","7,918.17","9,308.41","10,423.13","11,463.33"
EPS(원),417,"1,683","3,835","2,294","4,736"
PER(배),37.78,7.72,4.03,6.50,3.72
BPS(원),"36,945","41,926","50,552","57,792","65,710"
PBR(배),0.43,0.31,0.31,0.26,0.27
현금DPS(원),194,400,500,650,700
현금배당수익률,1.23,3.08,3.24,4.36,3.98
현금배당성향(%),46.48,22.99,12.12,25.69,13.11
발행주식수(보통주),"16,303,886","16,303,886","16,303,886","16,303,886","16,303,886"
