주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"5,313","5,603","5,142","3,932","4,696","5,398","5,770","6,354"
영업이익,-80,75,-240,128,469,725,838,913
영업이익(발표기준),-80,75,-240,128,469,,,
세전계속사업이익,-118,-1,-718,26,430,656,766,854
당기순이익,-149,-74,-911,-135,-36,535,624,639
  당기순이익(지배),-140,-68,-911,-135,-36,540,628,676
  당기순이익(비지배),-8,-6,,,,,,
자산총계,"4,833","5,056","4,167","3,894","4,497","4,702","5,358","5,325"
부채총계,"3,102","3,279","3,407","3,243","3,242","3,208","3,258","2,926"
자본총계,"1,731","1,777",760,651,"1,255","1,494","2,102","2,399"
  자본총계(지배),"1,727","1,776",760,651,"1,255","1,494","2,102","2,399"
  자본총계(비지배),5,,,,,,,
자본금,413,413,413,413,632,577,577,632
영업활동현금흐름,67,-266,155,-213,40,545,675,800
투자활동현금흐름,110,-167,-216,24,-229,-307,-278,-416
재무활동현금흐름,-90,15,70,193,624,-87,-22,-154
CAPEX,391,258,221,114,160,362,331,420
FCF,-324,-524,-66,-327,-120,208,368,442
이자발생부채,"2,154","2,188","2,347","2,468","2,244",,,
영업이익률,-1.51,1.34,-4.66,3.25,9.98,13.43,14.52,14.37
순이익률,-2.80,-1.32,-17.71,-3.43,-0.77,9.91,10.82,10.06
ROE(%),-7.59,-3.86,-71.84,-19.14,-3.78,39.27,34.91,30.01
ROA(%),-2.88,-1.49,-19.75,-3.35,-0.86,11.63,12.41,11.96
부채비율,179.16,184.59,448.13,498.05,258.33,214.73,154.95,121.97
자본유보율,353.35,320.72,78.90,44.27,92.20,,,
EPS(원),-299,-144,"-1,937",-287,-73,853,993,"1,068"
PER(배),N/A,N/A,N/A,N/A,N/A,8.61,7.41,6.88
BPS(원),"3,823","3,900","1,670","1,384","1,984","2,362","3,324","3,793"
PBR(배),0.98,1.48,2.18,2.57,3.68,3.11,2.21,1.94
현금DPS(원),61,61,53,0,,15,18,80
현금배당수익률,1.63,1.06,1.45,0.00,,0.20,0.24,1.09
현금배당성향(%),-19.63,-41.12,-2.62,0.00,,1.76,1.76,7.49
발행주식수(보통주),"47,037,363","47,037,363","47,037,363","47,037,363","63,246,419",,,
