주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"598,149","606,276","591,729","585,693","605,748","661,489","738,023","791,116"
영업이익,"49,532","-2,080","-12,765","40,863","-58,601","-174,723","-50,374","-19,039"
영업이익(발표기준),"49,532","-2,080","-12,765","40,863","-58,601",,,
세전계속사업이익,"36,142","-20,008","-32,658","29,915","-70,852","-190,699","-68,551","-39,852"
당기순이익,"14,414","-11,745","-22,635","20,925","-52,292","-139,001","-50,130","-28,736"
  당기순이익(지배),"12,987","-13,146","-23,455","19,913","-53,151","-139,159","-50,171","-28,656"
  당기순이익(비지배),"1,427","1,401",820,"1,011",858,,,
자산총계,"1,817,889","1,852,491","1,975,978","2,031,421","2,111,089","2,107,708","2,158,297","2,204,874"
부채총계,"1,088,243","1,141,563","1,287,081","1,324,753","1,457,970","1,595,399","1,696,624","1,832,634"
자본총계,"729,646","710,928","688,896","706,668","653,118","512,310","461,673","372,240"
  자본총계(지배),"716,814","697,439","674,963","692,967","637,690","496,789","446,005","355,380"
  자본총계(비지배),"12,832",,"13,933","13,702","15,428",,,
자본금,"32,098","32,098","32,098","32,098","32,098","32,099","32,099","32,099"
영업활동현금흐름,"112,499","66,801","82,134","132,085","44,732","8,394","93,579","130,947"
투자활동현금흐름,"-126,067","-130,143","-134,994","-148,318","-123,543","-127,478","-145,302","-146,234"
재무활동현금흐름,"7,456","53,017","57,754","18,808","84,351","119,190","62,536","21,201"
CAPEX,"125,360","122,669","140,004","132,813","126,685","133,430","138,626","136,316"
FCF,"-12,861","-55,867","-57,869",-728,"-81,953","-124,889","-39,172","7,161"
이자발생부채,"551,657","613,184","729,467","743,457","849,400",,,
영업이익률,8.28,-0.34,-2.16,6.98,-9.67,-26.41,-6.83,-2.41
순이익률,2.41,-1.94,-3.82,3.57,-8.63,-21.01,-6.79,-3.63
ROE(%),1.81,-1.86,-3.42,2.91,-7.99,-24.53,-10.64,-7.15
ROA(%),0.80,-0.64,-1.18,1.04,-2.53,-6.59,-2.35,-1.32
부채비율,149.15,160.57,186.83,187.47,223.23,311.41,367.50,492.33
자본유보율,"1,727.45","1,669.80","1,597.36","1,657.46","1,474.28",,,
EPS(원),"2,023","-2,048","-3,654","3,102","-8,279","-21,677","-7,815","-4,464"
PER(배),18.86,N/A,N/A,8.83,N/A,N/A,N/A,N/A
BPS(원),"111,660","108,641","105,140","107,945","99,334","77,386","69,475","55,358"
PBR(배),0.34,0.30,0.26,0.25,0.22,0.29,0.33,0.41
현금DPS(원),790,0,0,"1,216",,142,50,75
현금배당수익률,2.07,0.00,0.00,4.44,,0.63,0.22,0.33
현금배당성향(%),39.05,0.00,0.00,39.20,,-0.65,-0.64,-1.68
발행주식수(보통주),"641,964,077","641,964,077","641,964,077","641,964,077","641,964,077",,,
