주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"92,992","100,342","107,196","110,174","136,300","166,996","170,829","180,808"
영업이익,"7,316","8,774","9,901","8,716","8,081","10,594","11,249","12,339"
영업이익(발표기준),"7,316","8,774","9,901","8,716","8,081",,,
세전계속사업이익,"7,521","9,565","10,363","8,861","8,575","11,225","11,949","13,127"
당기순이익,"5,418","6,388","7,504","4,529","6,334","8,168","8,771","9,635"
  당기순이익(지배),"5,303","6,294","7,365","4,435","6,112","7,916","8,485","9,327"
  당기순이익(비지배),114,94,140,95,222,,,
자산총계,"72,778","80,138","90,212","91,549","105,174","112,637","120,805","129,988"
부채총계,"15,583","18,653","22,961","22,958","30,737","32,023","33,329","34,919"
자본총계,"57,194","61,486","67,252","68,591","74,437","80,614","87,477","95,069"
  자본총계(지배),"55,583","59,825","65,458","66,690","72,287","78,228","84,837","92,182"
  자본총계(비지배),"1,612",,"1,794","1,901","2,150",,,
자본금,387,387,387,387,387,389,389,389
영업활동현금흐름,"8,348","11,965","8,938","9,794","9,802","10,240","12,802","12,559"
투자활동현금흐름,"-9,704","-8,186","-6,062","-5,452","-8,266","-2,534","-2,813","-2,664"
재무활동현금흐름,-676,"-1,562","-3,088","-3,510","-3,234","-2,433","-2,677","-2,337"
CAPEX,"1,921","2,514","3,416","2,355","2,866","1,879","1,681","1,727"
FCF,"6,428","9,451","5,521","7,439","6,937","8,465","11,650","10,910"
이자발생부채,8,8,"4,465","3,657","4,621",,,
영업이익률,7.87,8.74,9.24,7.91,5.93,6.34,6.59,6.82
순이익률,5.83,6.37,7.00,4.11,4.65,4.89,5.13,5.33
ROE(%),9.91,10.91,11.76,6.71,8.80,10.52,10.41,10.54
ROA(%),7.67,8.36,8.81,4.98,6.44,7.50,7.51,7.68
부채비율,27.25,30.34,34.14,33.47,41.29,39.72,38.10,36.73
자본유보율,"14,589.49","15,816.46","17,320.14","17,986.52","19,086.39",,,
EPS(원),"6,854","8,134","9,518","5,731","7,899","10,230","10,966","12,053"
PER(배),29.18,25.08,20.44,31.15,19.81,14.13,13.18,11.99
BPS(원),"71,859","77,342","84,625","86,219","93,454","101,134","109,679","119,174"
PBR(배),2.78,2.64,2.30,2.07,1.67,1.43,1.32,1.21
현금DPS(원),"2,000","2,000","2,400","2,400","2,400","2,545","2,712","2,884"
현금배당수익률,1.00,0.98,1.23,1.34,1.53,1.76,1.88,2.00
현금배당성향(%),29.17,24.58,25.21,41.86,30.37,24.88,24.73,23.93
발행주식수(보통주),"77,377,800","77,377,800","77,377,800","77,377,800","77,377,800",,,
