주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"164,772","186,701","223,525","242,457","262,892","284,541","299,759","316,059"
영업이익,"7,766","8,327","8,969","13,596","15,244","16,923","17,924","19,458"
영업이익(발표기준),"7,766","8,327","8,969","13,596","15,244",,,
세전계속사업이익,"5,843","12,942","3,388","11,785","12,178","13,290","14,510","16,195"
당기순이익,"4,128","9,254","1,910","7,864","8,924","9,491","10,362","11,611"
  당기순이익(지배),"3,702","8,752","1,525","6,856","6,129","7,393","8,072","9,154"
  당기순이익(비지배),426,502,385,"1,008","2,795",,,
자산총계,"168,681","194,970","262,806","256,119","268,558","280,417","293,631","307,760"
부채총계,"107,243","121,888","167,992","154,455","160,490","162,795","165,198","166,739"
자본총계,"61,439","73,082","94,815","101,664","108,068","117,622","128,432","141,022"
  자본총계(지배),"33,749","47,828","48,809","52,744","61,135","68,077","76,498","87,005"
  자본총계(비지배),"27,689",,"46,006","48,920","46,933",,,
자본금,725,819,819,819,819,819,819,819
영업활동현금흐름,"11,808","4,714","21,431","20,018","16,864","21,443","23,627","23,954"
투자활동현금흐름,"-14,639","-10,346","-31,899","-3,451","-6,254","-11,069","-12,007","-11,050"
재무활동현금흐름,"2,654","5,210","12,287","-10,979","-12,739","-7,414","-7,646","-8,903"
CAPEX,"14,504","16,754","15,539","9,685","13,428","13,226","13,105","12,826"
FCF,"-2,695","-12,040","5,892","10,333","3,436","7,391","9,261","10,708"
이자발생부채,"71,344","79,353","100,455","95,087","97,771",,,
영업이익률,4.71,4.46,4.01,5.61,5.80,5.95,5.98,6.16
순이익률,2.50,4.96,0.86,3.24,3.40,3.34,3.46,3.67
ROE(%),10.91,21.46,3.16,13.50,10.76,11.44,11.17,11.20
ROA(%),2.53,5.09,0.83,3.03,3.40,3.46,3.61,3.86
부채비율,174.55,166.78,177.18,151.93,148.51,138.41,128.63,118.24
자본유보율,"5,152.20","6,233.74","6,220.80","6,940.18","7,393.50",,,
EPS(원),"25,536","54,173","9,312","41,851","37,413","45,128","49,275","55,882"
PER(배),14.33,6.10,27.12,9.10,10.36,8.95,8.20,7.23
BPS(원),"238,582","298,494","304,613","329,172","381,542","424,867","477,419","542,997"
PBR(배),1.53,1.11,0.83,1.16,1.02,0.95,0.85,0.74
현금DPS(원),"3,000","3,500","3,500","4,000","5,000","5,038","5,154","5,364"
현금배당수익률,0.82,1.06,1.39,1.05,1.29,1.25,1.28,1.33
현금배당성향(%),11.48,6.42,36.81,9.36,13.08,10.26,9.61,8.82
발행주식수(보통주),"13,176,748","15,054,186","15,054,186","15,054,186","15,054,186",,,
