주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,461","2,656","3,353","4,028","5,910"
영업이익,88,72,69,90,245
영업이익(발표기준),88,72,69,90,245
세전계속사업이익,133,217,191,243,767
당기순이익,88,106,224,205,604
  당기순이익(지배),98,120,254,239,626
  당기순이익(비지배),-10,-13,-30,-34,-22
자산총계,"2,669","3,241","3,497","3,800","4,903"
부채총계,863,"1,325","1,353","1,433","1,818"
자본총계,"1,807","1,916","2,144","2,367","3,085"
  자본총계(지배),"1,777","1,881","2,133","2,301","3,017"
  자본총계(비지배),251,,12,66,68
자본금,135,136,136,137,137
영업활동현금흐름,21,122,-244,88,98
투자활동현금흐름,-13,52,-90,-1,-137
재무활동현금흐름,-58,-170,287,4,81
CAPEX,13,11,5,6,14
FCF,8,111,-248,82,84
이자발생부채,236,163,527,444,614
영업이익률,3.57,2.70,2.05,2.24,4.15
순이익률,3.56,4.01,6.70,5.10,10.22
ROE(%),5.48,6.55,12.68,10.80,23.53
ROA(%),3.18,3.60,6.66,5.63,13.88
부채비율,47.74,69.16,63.08,60.54,58.94
자본유보율,"1,154.40","1,307.26","1,470.37","1,636.20","2,069.47"
EPS(원),361,442,935,878,"2,289"
PER(배),26.75,14.45,7.14,16.75,5.29
BPS(원),"6,677","7,029","8,003","8,610","11,339"
PBR(배),1.45,0.91,0.83,1.71,1.07
현금DPS(원),100,100,150,125,300
현금배당수익률,1.04,1.57,2.25,0.85,2.48
현금배당성향(%),27.25,22.33,15.71,13.96,12.76
발행주식수(보통주),"27,049,809","27,190,652","27,237,225","27,307,225","27,342,975"
