주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"178,553","174,545","186,761","201,106","208,806",,,
영업이익,"8,679","7,207","5,089","7,223","11,084",,,
영업이익(발표기준),"8,679","7,207","5,089","7,223","11,084",,,
세전계속사업이익,"8,893","7,353","5,216","7,423","11,755","10,540","11,140","11,645"
당기순이익,"6,692","5,378","3,802","5,545","8,729","7,840","8,290","8,655"
  당기순이익(지배),"6,611","5,325","3,760","5,523","8,695","7,735","8,120","8,485"
  당기순이익(비지배),80,52,42,22,34,,,
자산총계,"483,756","509,291","557,791","600,544","647,516","688,910","711,080","734,290"
부채총계,"435,426","456,363","496,340","535,595","580,191","617,025","633,645","650,980"
자본총계,"48,330","52,928","61,450","64,949","67,325","72,670","78,520","85,150"
  자본총계(지배),"46,280","50,978","59,459","64,052","66,411","71,940","77,800","84,420"
  자본총계(비지배),"2,050",,"1,991",897,913,,,
자본금,354,354,354,354,354,,,
영업활동현금흐름,"-3,160","2,464","21,966","12,424","22,763",,,
투자활동현금흐름,"-6,042","1,445","-23,290","-8,249","-26,261",,,
재무활동현금흐름,"5,011",-448,"-1,164","-2,962","4,008",,,
CAPEX,203,226,180,220,161,,,
FCF,,,,,,,,
이자발생부채,0,"9,296","9,906","10,175","16,023",,,
영업이익률,4.86,4.13,2.73,3.59,5.31,,,
순이익률,3.75,3.08,2.04,2.76,4.18,,,
ROE(%),15.21,11.06,6.88,8.98,13.38,11.18,10.85,10.46
ROA(%),1.44,1.08,0.71,0.96,1.40,1.17,1.18,1.20
부채비율,900.94,862.24,807.71,824.64,861.78,849.08,806.99,764.51
자본유보율,"13,636.34","14,935.07","17,342.64","18,677.94","19,349.04",,,
EPS(원),"9,338","7,522","5,311","7,801","12,281","10,925","11,469","11,984"
PER(배),7.62,9.36,9.85,5.61,4.40,5.79,5.52,5.28
BPS(원),"73,115","80,536","93,935","106,677","110,605","119,813","129,573","140,598"
PBR(배),0.97,0.87,0.56,0.41,0.49,0.53,0.49,0.45
현금DPS(원),"2,300","2,000","1,500","2,200","3,500","3,354","3,462","3,722"
현금배당수익률,3.23,2.84,2.87,5.03,6.48,5.30,5.47,5.88
현금배당성향(%),22.02,23.77,25.25,23.92,24.17,30.70,30.19,31.05
발행주식수(보통주),"70,800,000","70,800,000","70,800,000","70,800,000","70,800,000",,,
