주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,5,228,609,535,73
영업이익,-12,6,111,86,46
영업이익(발표기준),-12,6,111,86,46
세전계속사업이익,-8,33,95,87,43
당기순이익,-9,36,74,67,33
  당기순이익(지배),-9,36,74,67,33
  당기순이익(비지배),,,,,
자산총계,687,862,921,431,941
부채총계,458,602,602,64,583
자본총계,229,260,319,366,358
  자본총계(지배),229,260,319,366,358
  자본총계(비지배),,,,,
자본금,181,184,184,190,211
영업활동현금흐름,-480,121,-40,493,-247
투자활동현금흐름,-107,-10,-2,0,0
재무활동현금흐름,388,76,11,-534,361
CAPEX,107,0,2,0,
FCF,-588,121,-42,493,-247
이자발생부채,410,472,517,2,402
영업이익률,-241.74,2.53,18.27,16.11,62.72
순이익률,-172.38,15.67,12.08,12.49,45.27
ROE(%),-3.58,14.58,25.42,19.50,9.13
ROA(%),-1.74,4.60,8.25,9.88,4.82
부채비율,199.56,231.87,188.94,17.59,162.85
자본유보율,26.38,41.35,73.48,93.30,74.35
EPS(원),-197,799,"1,647","1,497",741
PER(배),N/A,5.14,3.39,4.34,11.92
BPS(원),"5,142","5,820","7,143","8,242","8,231"
PBR(배),0.79,0.71,0.78,0.79,1.07
현금DPS(원),81,262,353,637,236
현금배당수익률,2.00,6.38,6.31,9.82,2.67
현금배당성향(%),-41.36,32.77,21.39,42.57,30.93
발행주식수(보통주),"4,463,032","4,463,032","4,463,032","4,463,032","4,463,032"
