주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,972","2,013","1,836","1,566","1,552"
영업이익,20,-10,-25,-69,29
영업이익(발표기준),20,-10,-25,-69,29
세전계속사업이익,-48,59,-97,-138,13
당기순이익,-43,-12,-117,-128,3
  당기순이익(지배),-43,-11,-116,-127,3
  당기순이익(비지배),0,-1,-1,-1,1
자산총계,"2,293","1,993","1,795","1,597","1,658"
부채총계,"1,185",925,878,832,897
자본총계,"1,107","1,067",917,764,761
  자본총계(지배),"1,106","1,064",914,762,758
  자본총계(비지배),1,,3,2,3
자본금,164,164,164,164,164
영업활동현금흐름,41,-116,-40,98,-27
투자활동현금흐름,140,306,-43,-59,-24
재무활동현금흐름,-138,-166,29,-29,-3
CAPEX,40,33,32,34,34
FCF,0,-149,-72,65,-61
이자발생부채,640,508,585,586,596
영업이익률,1.01,-0.52,-1.35,-4.38,1.90
순이익률,-2.18,-0.61,-6.38,-8.18,0.22
ROE(%),-3.82,-1.04,-11.77,-15.14,0.38
ROA(%),-1.87,-0.57,-6.18,-7.55,0.21
부채비율,107.03,86.71,95.69,108.89,117.77
자본유보율,563.57,540.54,451.90,357.04,364.80
EPS(원),-285,-74,-765,-834,19
PER(배),N/A,N/A,N/A,N/A,188.28
BPS(원),"7,264","6,988","6,005","5,045","5,032"
PBR(배),0.76,0.60,0.69,0.79,0.70
현금DPS(원),150,150,140,0,
현금배당수익률,2.73,3.59,3.40,0.00,
현금배당성향(%),-52.64,-202.43,-18.30,0.00,
발행주식수(보통주),"15,225,000","15,225,000","15,225,000","15,225,000","15,225,000"
