주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"8,370","8,407","8,303","8,574","10,704"
영업이익,79,52,71,127,166
영업이익(발표기준),79,52,71,127,166
세전계속사업이익,16,13,61,119,88
당기순이익,15,1,55,95,59
  당기순이익(지배),14,1,55,95,59
  당기순이익(비지배),1,0,0,,
자산총계,"5,390","5,265","5,126","5,425","6,590"
부채총계,"2,788","2,661","2,558","2,789","3,909"
자본총계,"2,601","2,604","2,567","2,636","2,681"
  자본총계(지배),"2,589","2,592","2,567","2,636","2,681"
  자본총계(비지배),12,,,,
자본금,208,208,208,208,208
영업활동현금흐름,-152,276,-105,40,-113
투자활동현금흐름,-210,-55,-90,-103,-112
재무활동현금흐름,183,-142,-28,101,390
CAPEX,60,30,56,76,94
FCF,-212,246,-161,-36,-207
이자발생부채,"1,068",976,"1,095","1,285","1,778"
영업이익률,0.94,0.62,0.86,1.47,1.55
순이익률,0.17,0.01,0.66,1.11,0.55
ROE(%),0.54,0.04,2.12,3.65,2.20
ROA(%),0.27,0.02,1.05,1.80,0.98
부채비율,107.20,102.18,99.66,105.82,145.78
자본유보율,"1,165.84","1,155.47","1,166.19","1,204.65","1,218.87"
EPS(원),336,23,"1,314","2,285","1,407"
PER(배),68.28,747.91,17.74,9.54,16.91
BPS(원),"65,929","66,000","65,308","67,046","68,205"
PBR(배),0.35,0.26,0.36,0.33,0.35
현금DPS(원),600,600,600,600,420
현금배당수익률,2.61,3.53,2.58,2.75,1.76
현금배당성향(%),168.50,"2,491.76",43.16,24.81,28.20
발행주식수(보통주),"4,160,347","4,160,347","4,160,347","4,160,347","4,160,347"
