주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"11,025","12,626","14,250","13,255","14,508","15,411","16,404","17,223"
영업이익,254,555,845,338,920,"1,151","1,262","1,346"
영업이익(발표기준),254,555,845,338,920,,,
세전계속사업이익,318,589,"1,004",530,"1,054","1,315","1,438","1,517"
당기순이익,241,577,740,510,826,"1,010","1,106","1,165"
  당기순이익(지배),241,575,740,509,821,"1,004","1,099","1,159"
  당기순이익(비지배),1,2,0,0,5,,,
자산총계,"9,509","9,825","11,289","11,475","11,591","12,449","13,328","14,103"
부채총계,"4,547","4,376","5,296","5,062","4,395","4,357","4,282","4,074"
자본총계,"4,962","5,448","5,993","6,412","7,196","8,092","9,046","10,028"
  자본총계(지배),"4,943","5,428","5,973","6,391","7,170","8,046","8,958","9,868"
  자본총계(비지배),18,,20,21,26,,,
자본금,357,357,357,357,357,359,359,359
영업활동현금흐름,139,"1,067","1,030","1,046","1,533","1,325","1,450","1,505"
투자활동현금흐름,-312,-421,-253,-490,-374,-514,-576,-535
재무활동현금흐름,37,-553,-855,-335,-948,-316,-293,-334
CAPEX,328,265,363,393,331,360,395,404
FCF,-189,802,666,653,"1,201",811,"1,056","1,002"
이자발생부채,"3,456","3,050","3,797","3,716","2,810",,,
영업이익률,2.31,4.40,5.93,2.55,6.34,7.47,7.69,7.82
순이익률,2.19,4.57,5.19,3.84,5.70,6.55,6.74,6.76
ROE(%),4.96,11.09,12.98,8.24,12.11,13.20,12.93,12.32
ROA(%),2.52,5.97,7.01,4.48,7.17,8.40,8.58,8.49
부채비율,91.63,80.33,88.37,78.95,61.07,53.85,47.34,40.63
자본유보율,"1,284.10","1,424.78","1,577.35","1,693.33","1,907.20",,,
EPS(원),674,"1,610","2,072","1,426","2,300","2,813","3,079","3,248"
PER(배),21.98,24.16,21.19,22.65,12.65,12.02,10.98,10.41
BPS(원),"13,847","15,205","16,730","17,903","20,084","22,539","25,093","27,642"
PBR(배),1.07,2.56,2.62,1.80,1.45,1.50,1.35,1.22
현금DPS(원),120,170,220,220,300,313,321,332
현금배당수익률,0.81,0.44,0.50,0.68,1.03,0.93,0.95,0.98
현금배당성향(%),17.80,10.56,10.62,15.43,13.05,11.14,10.43,10.24
발행주식수(보통주),"35,700,000","35,700,000","35,700,000","35,700,000","35,700,000",,,
