주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,070","2,047","1,951","1,993","2,471"
영업이익,86,70,51,58,218
영업이익(발표기준),86,70,51,58,218
세전계속사업이익,87,65,45,63,194
당기순이익,101,70,36,58,155
  당기순이익(지배),86,56,30,42,141
  당기순이익(비지배),15,14,5,16,14
자산총계,"1,341","1,282","1,252","1,370","1,586"
부채총계,830,692,639,693,718
자본총계,511,590,613,677,869
  자본총계(지배),358,424,441,491,652
  자본총계(비지배),154,,172,186,217
자본금,66,66,66,66,66
영업활동현금흐름,137,99,68,128,153
투자활동현금흐름,-21,-15,-60,-51,-96
재무활동현금흐름,-72,-80,-50,-42,-50
CAPEX,12,26,19,33,47
FCF,124,73,49,94,105
이자발생부채,265,190,197,161,126
영업이익률,4.14,3.44,2.62,2.93,8.83
순이익률,4.88,3.44,1.83,2.90,6.26
ROE(%),30.16,14.29,7.03,9.04,24.67
ROA(%),7.66,5.36,2.82,4.41,10.46
부채비율,162.26,117.19,104.24,102.43,82.60
자본유보율,274.34,349.42,379.85,410.73,623.02
EPS(원),"1,293",845,460,637,"2,131"
PER(배),14.15,25.68,33.51,32.66,14.41
BPS(원),"5,410","6,416","6,665","7,420","9,852"
PBR(배),3.38,3.38,2.31,2.80,3.12
현금DPS(원),70,100,100,100,300
현금배당수익률,0.38,0.46,0.65,0.48,0.98
현금배당성향(%),5.41,11.84,21.76,15.70,14.08
발행주식수(보통주),"6,613,820","6,613,820","6,613,820","6,613,820","6,613,820"
