주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,655","2,867","3,178","3,085","3,542","4,198","4,455","4,490"
영업이익,253,307,351,241,194,351,391,450
영업이익(발표기준),253,307,351,241,194,,,
세전계속사업이익,235,312,354,236,171,333,373,430
당기순이익,103,233,269,172,66,248,259,310
  당기순이익(지배),107,237,273,176,70,251,262,310
  당기순이익(비지배),-5,-5,-4,-4,-4,,,
자산총계,"2,272","2,754","3,275","3,352","4,296","4,638","4,854","4,990"
부채총계,591,922,"1,233","1,224","2,112","2,285","2,287","2,200"
자본총계,"1,681","1,832","2,042","2,128","2,184","2,354","2,570","2,790"
  자본총계(지배),"1,680","1,835","2,049","2,139","2,193","2,366","2,579","2,800"
  자본총계(비지배),1,,-7,-12,-9,,,
자본금,91,95,98,101,106,109,109,110
영업활동현금흐름,43,400,310,250,224,415,401,430
투자활동현금흐름,-198,-417,-477,-149,-416,-231,-100,
재무활동현금흐름,53,129,148,-126,485,21,-109,-170
CAPEX,147,408,330,113,41,141,37,10
FCF,-104,-8,-21,136,183,300,420,
이자발생부채,100,280,512,525,"1,240",,,
영업이익률,9.53,10.73,11.05,7.81,5.49,8.35,8.77,10.02
순이익률,3.87,8.12,8.46,5.58,1.87,5.91,5.81,6.90
ROE(%),6.52,13.51,14.05,8.42,3.23,11.03,10.61,11.53
ROA(%),4.65,9.27,8.92,5.19,1.73,5.55,5.46,6.30
부채비율,35.13,50.35,60.38,57.55,96.69,97.07,88.99,78.85
자본유보율,"1,784.87","1,860.77","2,012.37","2,072.23","2,019.87",,,
EPS(원),492,"1,087","1,249",808,320,"1,151","1,201","1,419"
PER(배),36.25,13.03,12.50,22.32,50.68,15.34,14.70,12.44
BPS(원),"7,796","8,517","9,512","10,080","10,335","11,151","12,156","13,196"
PBR(배),2.29,1.66,1.64,1.79,1.57,1.58,1.45,1.34
현금DPS(원),217,227,234,148,194,206,236,280
현금배당수익률,1.22,1.61,1.50,0.82,1.20,1.17,1.34,1.59
현금배당성향(%),43.35,20.59,18.45,17.80,58.95,17.92,19.68,19.73
발행주식수(보통주),"21,842,836","21,842,836","21,842,836","21,842,836","21,842,836",,,
