주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"23,963","25,635","24,886","24,712","31,073"
영업이익,988,"1,385",794,"1,703","3,517"
영업이익(발표기준),988,"1,385",794,"1,703","3,517"
세전계속사업이익,894,"1,293",810,"1,707","3,449"
당기순이익,672,"1,025",620,"1,433","2,741"
  당기순이익(지배),377,700,309,"1,023","2,377"
  당기순이익(비지배),295,325,312,410,364
자산총계,"32,760","33,138","35,895","38,936","44,606"
부채총계,"13,362","13,119","15,600","17,378","20,352"
자본총계,"19,398","20,019","20,295","21,558","24,254"
  자본총계(지배),"13,735","14,116","14,196","15,197","17,516"
  자본총계(비지배),"5,565",,"6,099","6,361","6,738"
자본금,443,443,443,443,443
영업활동현금흐름,-219,875,"1,803","2,455","2,414"
투자활동현금흐름,"-2,422",-624,"-3,223","-3,067","-2,544"
재무활동현금흐름,"1,258",-202,"2,007",883,1
CAPEX,871,"1,583","1,578","1,602","1,819"
FCF,"-1,090",-708,225,852,595
이자발생부채,"8,210","7,786","10,373","11,611","13,619"
영업이익률,4.12,5.40,3.19,6.89,11.32
순이익률,2.80,4.00,2.49,5.80,8.82
ROE(%),2.76,5.03,2.18,6.96,14.53
ROA(%),2.08,3.11,1.80,3.83,6.56
부채비율,68.88,65.53,76.87,80.61,83.91
자본유보율,"2,928.91","3,047.14","3,077.36","3,264.48","3,667.55"
EPS(원),"4,248","7,890","3,481","11,537","26,803"
PER(배),28.72,9.95,19.25,6.46,3.66
BPS(원),"177,535","182,460","183,426","196,350","226,314"
PBR(배),0.69,0.43,0.37,0.38,0.43
현금DPS(원),"2,000","2,000","2,000","2,250","3,000"
현금배당수익률,1.64,2.55,2.99,3.02,3.05
현금배당성향(%),41.08,22.13,50.19,17.04,9.82
발행주식수(보통주),"8,564,271","8,564,271","8,564,271","8,564,271","8,564,271"
