주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,925","5,039","4,962","4,649","6,010"
영업이익,145,299,136,135,610
영업이익(발표기준),240,299,136,135,610
세전계속사업이익,289,306,122,144,678
당기순이익,170,223,80,104,642
  당기순이익(지배),160,213,71,100,629
  당기순이익(비지배),11,11,9,4,14
자산총계,"8,959","9,373","9,536","9,642","10,440"
부채총계,"1,910","2,141","2,304","2,346","2,497"
자본총계,"7,049","7,232","7,232","7,296","7,943"
  자본총계(지배),"6,870","7,045","7,037","7,098","7,733"
  자본총계(비지배),179,,195,198,210
자본금,120,120,120,120,120
영업활동현금흐름,370,75,295,567,212
투자활동현금흐름,-207,-315,-208,32,-256
재무활동현금흐름,-179,165,-103,-406,-116
CAPEX,135,266,57,94,443
FCF,235,-191,238,473,-231
이자발생부채,842,"1,074","1,306","1,044","1,022"
영업이익률,2.94,5.94,2.74,2.91,10.14
순이익률,3.46,4.43,1.61,2.24,10.68
ROE(%),2.34,3.06,1.00,1.42,8.48
ROA(%),1.89,2.44,0.84,1.09,6.40
부채비율,27.10,29.60,31.86,32.16,31.44
자본유보율,"5,640.09","5,818.04","5,836.41","5,931.72","6,431.94"
EPS(원),"6,655","8,865","2,940","4,181","26,191"
PER(배),16.53,10.83,24.35,19.16,4.09
BPS(원),"296,290","306,851","308,735","313,512","341,544"
PBR(배),0.37,0.31,0.23,0.26,0.31
현금DPS(원),"1,500","2,000","1,500","1,500","3,000"
현금배당수익률,1.36,2.08,2.09,1.87,2.80
현금배당성향(%),21.78,21.58,48.46,33.85,10.81
발행주식수(보통주),"2,400,000","2,400,000","2,400,000","2,400,000","2,400,000"
