주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"25,168","27,073","30,189","32,374","36,643","40,429","44,193","48,434"
영업이익,"4,727","5,198","4,583","6,064","6,402","6,978","7,838","8,503"
영업이익(발표기준),"4,727","5,198","4,583","6,064","6,402",,,
세전계속사업이익,"4,399","4,686","4,514","5,404","6,586","6,829","7,666","8,352"
당기순이익,"3,256","3,498","3,322","4,047","4,655","5,052","5,649","6,212"
  당기순이익(지배),"3,261","3,502","3,329","4,049","4,657","5,020","5,648","6,212"
  당기순이익(비지배),-5,-4,-7,-2,-2,,,
자산총계,"21,589","23,789","28,550","30,290","38,006","40,988","45,142","47,436"
부채총계,"11,766","12,912","17,778","15,390","18,962","17,898","17,322","14,335"
자본총계,"9,823","10,877","10,772","14,900","19,044","23,090","27,821","33,101"
  자본총계(지배),"9,822","10,881","10,783","14,913","19,059","23,106","27,835","33,124"
  자본총계(비지배),1,,-11,-13,-15,,,
자본금,407,407,407,407,407,409,409,408
영업활동현금흐름,"5,536","5,391","5,393","5,628","3,313","9,400","9,517","9,648"
투자활동현금흐름,"-2,897","-3,935","-3,831","-3,231","-3,678","-4,683","-4,990","-6,000"
재무활동현금흐름,"-2,183","-1,868","-1,649","-1,816",-85,"-1,602","-1,606","-2,154"
CAPEX,"3,368","4,003","3,906","3,252","2,756","3,800","4,100","4,850"
FCF,"2,168","1,389","1,486","2,376",557,"5,600","5,417","4,798"
이자발생부채,"6,823","7,416","9,018","7,328","8,925",,,
영업이익률,18.78,19.20,15.18,18.73,17.47,17.26,17.74,17.56
순이익률,12.94,12.92,11.00,12.50,12.70,12.50,12.78,12.83
ROE(%),30.12,33.84,30.74,31.51,27.41,23.81,22.18,20.38
ROA(%),15.78,15.42,12.70,13.76,13.63,12.79,13.12,13.42
부채비율,119.79,118.71,165.04,103.29,99.57,77.51,62.26,43.31
자본유보율,"2,686.45","2,697.25","2,671.88","3,720.78","4,685.25",,,
EPS(원),"4,328","4,735","4,511","5,486","6,310","6,802","7,654","8,418"
PER(배),22.58,15.65,20.64,13.25,11.79,10.35,9.20,8.36
BPS(원),"13,619","15,074","14,931","20,554","26,268","31,846","38,363","45,653"
PBR(배),7.17,4.92,6.24,3.54,2.83,2.21,1.84,1.54
현금DPS(원),"3,200","3,600","2,400","1,200","1,250","1,267","1,300","1,400"
현금배당수익률,3.28,4.86,2.58,1.65,1.68,1.80,1.85,1.99
현금배당성향(%),71.21,74.18,52.05,21.50,19.48,18.62,16.98,16.63
발행주식수(보통주),"74,818,121","73,799,619","73,799,619","73,799,619","73,799,619",,,
