주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,147","8,552","8,783","9,591","11,474","12,213","12,810","13,340"
영업이익,347,393,458,398,262,321,400,450
영업이익(발표기준),347,393,458,398,262,,,
세전계속사업이익,481,444,531,475,-118,360,460,490
당기순이익,296,342,411,349,-193,270,350,370
  당기순이익(지배),296,342,411,349,-193,270,350,370
  당기순이익(비지배),0,0,0,,,,,
자산총계,"6,356","6,539","6,849","7,641","7,602","8,090","8,230","8,380"
부채총계,"1,068","1,089","1,138","1,746","2,024","2,370","2,300","2,240"
자본총계,"5,288","5,451","5,711","5,895","5,579","5,720","5,930","6,140"
  자본총계(지배),"5,288","5,451","5,711","5,895","5,579","5,720","5,930","6,140"
  자본총계(비지배),0,,,,,,,
자본금,498,498,498,498,498,500,500,500
영업활동현금흐름,419,726,628,716,555,"1,410",560,620
투자활동현금흐름,-284,-515,-309,-137,-193,-750,-520,-540
재무활동현금흐름,-111,-117,-178,-214,-236,-550,50,-50
CAPEX,230,211,275,484,570,330,340,420
FCF,188,515,353,232,-15,,,
이자발생부채,0,0,90,126,124,,,
영업이익률,4.26,4.60,5.21,4.15,2.29,2.63,3.12,3.37
순이익률,3.64,4.00,4.67,3.64,-1.68,2.21,2.73,2.77
ROE(%),5.64,6.37,7.36,6.01,-3.37,4.78,6.01,6.13
ROA(%),4.70,5.30,6.13,4.81,-2.54,3.44,4.29,4.46
부채비율,20.19,19.97,19.92,29.62,36.27,41.43,38.79,36.48
자본유보율,"1,003.32","1,043.83","1,096.86","1,138.37","1,071.64",,,
EPS(원),"3,006","3,472","4,168","3,540","-1,962","2,741","3,553","3,756"
PER(배),20.99,20.88,13.44,16.13,N/A,19.16,14.78,13.98
BPS(원),"59,812","61,647","64,595","66,675","63,095","64,693","67,068","69,443"
PBR(배),1.05,1.18,0.87,0.86,0.84,0.81,0.78,0.76
현금DPS(원),"1,250","1,350","1,450","1,600","1,400","1,600","1,750","1,750"
현금배당수익률,1.98,1.86,2.59,2.80,2.63,3.05,3.33,3.33
현금배당성향(%),37.32,34.90,31.22,40.56,-64.05,58.38,49.26,46.59
발행주식수(보통주),"9,851,241","9,851,241","9,851,241","9,851,241","9,851,241",,,
