주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,076","1,240","1,274","1,229","1,822"
영업이익,11,-3,10,-1,79
영업이익(발표기준),11,-3,10,-1,79
세전계속사업이익,17,5,14,3,90
당기순이익,14,1,11,3,83
  당기순이익(지배),14,1,11,3,83
  당기순이익(비지배),,,,,
자산총계,"1,502","1,502","1,470","1,486","1,805"
부채총계,189,193,165,188,270
자본총계,"1,313","1,309","1,305","1,298","1,535"
  자본총계(지배),"1,313","1,309","1,305","1,298","1,535"
  자본총계(비지배),,,,,
자본금,75,75,75,75,102
영업활동현금흐름,6,4,77,139,-82
투자활동현금흐름,-11,37,33,-181,-10
재무활동현금흐름,10,-5,-11,-17,129
CAPEX,30,13,13,28,76
FCF,-24,-9,64,112,-158
이자발생부채,18,12,6,2,2
영업이익률,0.99,-0.22,0.77,-0.10,4.32
순이익률,1.27,0.11,0.88,0.25,4.53
ROE(%),1.05,0.10,0.85,0.23,5.82
ROA(%),0.92,0.09,0.75,0.21,5.01
부채비율,14.37,14.77,12.62,14.46,17.56
자본유보율,"1,627.98","1,625.27","1,638.64","1,640.44","1,397.90"
EPS(원),81,8,66,18,475
PER(배),37.01,366.67,34.58,124.85,6.00
BPS(원),"7,739","7,715","7,695","7,890","7,761"
PBR(배),0.39,0.38,0.30,0.28,0.37
현금DPS(원),9,0,9,0,20
현금배당수익률,0.30,0.00,0.39,0.00,0.70
현금배당성향(%),10.94,0.00,13.43,0.00,4.80
발행주식수(보통주),"16,966,116","16,966,116","16,966,116","16,966,116","20,300,360"
